4592.1486  1.4647382E+00
4621.3281  1.4632374E+00
4650.9465  1.5207986E+00
4680.9684  1.5303379E+00
4711.4476  1.5317677E+00
4742.3482  1.5145407E+00
4773.7026  1.4530555E+00
4805.5206  1.3303376E+00
4837.8123  1.0388321E+00
4870.5887  1.0996096E+00
4903.8355  1.5481004E+00
4937.5889  1.1747460E+00
4971.8590  4.4020498E-01
5006.6589  1.1066694E+00
5041.9744  1.6590028E+00
5077.8176  1.1668050E+00
5114.2262  9.1719037E-01
5151.2139  1.6056852E+00
5188.7674  1.8141097E+00
5226.9270  1.8327141E+00
5265.6796  1.8315793E+00
5305.0398  1.7847157E+00
5345.0497  1.8497958E+00
5385.6967  1.9266419E+00
5427.0255  1.9343309E+00
5468.9935  1.9747525E+00
5511.6765  1.9786646E+00
