4592.1486  2.8086776E-01
4621.3281  2.8163502E-01
4650.9465  2.9275569E-01
4680.9684  2.9460165E-01
4711.4476  2.9515928E-01
4742.3482  2.9324740E-01
4773.7026  2.9183823E-01
4805.5206  2.7397361E-01
4837.8123  1.4581309E-01
4870.5887  1.5517072E-01
4903.8355  3.0347535E-01
4937.5889  2.4171117E-01
4971.8590  3.6201216E-02
5006.6589  2.0678517E-01
5041.9744  3.2186654E-01
5077.8176  1.7601572E-01
5114.2262  1.2329867E-01
5151.2139  3.2549521E-01
5188.7674  3.4949529E-01
5226.9270  3.5371628E-01
5265.6796  3.5478681E-01
5305.0398  3.3449289E-01
5345.0497  3.5451347E-01
5385.6967  3.7079868E-01
5427.0255  3.7226158E-01
5468.9935  3.8004142E-01
5511.6765  3.8079673E-01
