4592.1486  7.9683131E-01
4621.3281  7.9620028E-01
4650.9465  8.2778835E-01
4680.9684  8.3297992E-01
4711.4476  8.3360350E-01
4742.3482  8.2335794E-01
4773.7026  7.8774691E-01
4805.5206  7.1686578E-01
4837.8123  5.4962188E-01
4870.5887  5.8342814E-01
4903.8355  8.3937877E-01
4937.5889  6.2694383E-01
4971.8590  2.1837856E-01
5006.6589  5.9046715E-01
5041.9744  9.0067875E-01
5077.8176  6.1896545E-01
5114.2262  4.7821084E-01
5151.2139  8.6915004E-01
5188.7674  9.8727989E-01
5226.9270  9.9724507E-01
5265.6796  9.9613136E-01
5305.0398  9.6836197E-01
5345.0497  1.0059465E+00
5385.6967  1.0487237E+00
5427.0255  1.0529163E+00
5468.9935  1.0749191E+00
5511.6765  1.0770477E+00
