波数(cm-1),光学的厚さf,透過率Tf=exp(-tau),光学的厚さ,透過率T=exp(-tau),光学誤差,透過率誤差
4973,1.46233E-07,0.999999854,1.45E-07,0.999999855,-7.58E-01,1.11E-07
4973.001,1.46573E-07,0.999999853,1.45E-07,0.999999855,-7.58E-01,1.11E-07
4973.002,1.46913E-07,0.999999853,1.46E-07,0.999999854,-7.58E-01,1.11E-07
4973.003,1.47255E-07,0.999999853,1.46E-07,0.999999854,-7.58E-01,1.12E-07
4973.004,1.47598E-07,0.999999852,1.46E-07,0.999999854,-7.58E-01,1.12E-07
4973.005,1.47942E-07,0.999999852,1.47E-07,0.999999853,-7.58E-01,1.12E-07
4973.006,1.48288E-07,0.999999852,1.47E-07,0.999999853,-7.58E-01,1.12E-07
4973.007,1.48635E-07,0.999999851,1.48E-07,0.999999852,-7.58E-01,1.13E-07
4973.008,1.48982E-07,0.999999851,1.48E-07,0.999999852,-7.58E-01,1.13E-07
4973.009,1.49332E-07,0.999999851,1.48E-07,0.999999852,-7.58E-01,1.13E-07
4973.01,1.49682E-07,0.99999985,1.49E-07,0.999999851,-7.58E-01,1.13E-07
4973.011,1.50033E-07,0.99999985,1.49E-07,0.999999851,-7.58E-01,1.14E-07
4973.012,1.50386E-07,0.99999985,1.49E-07,0.999999851,-7.58E-01,1.14E-07
4973.013,1.5074E-07,0.999999849,1.50E-07,0.99999985,-7.58E-01,1.14E-07
4973.014,1.51096E-07,0.999999849,1.50E-07,0.99999985,-7.58E-01,1.15E-07
4973.015,1.51452E-07,0.999999849,1.50E-07,0.99999985,-7.58E-01,1.15E-07
4973.016,1.5181E-07,0.999999848,1.51E-07,0.999999849,-7.58E-01,1.15E-07
4973.017,1.52169E-07,0.999999848,1.51E-07,0.999999849,-7.58E-01,1.15E-07
4973.018,1.52529E-07,0.999999847,1.51E-07,0.999999849,-7.58E-01,1.16E-07
4973.019,1.52891E-07,0.999999847,1.52E-07,0.999999848,-7.58E-01,1.16E-07
4973.02,1.53254E-07,0.999999847,1.52E-07,0.999999848,-7.58E-01,1.16E-07
4973.021,1.53618E-07,0.999999846,1.52E-07,0.999999848,-7.58E-01,1.16E-07
4973.022,1.53984E-07,0.999999846,1.53E-07,0.999999847,-7.58E-01,1.17E-07
4973.023,1.54351E-07,0.999999846,1.53E-07,0.999999847,-7.58E-01,1.17E-07
4973.024,1.54719E-07,0.999999845,1.54E-07,0.999999846,-7.58E-01,1.17E-07
4973.025,1.55088E-07,0.999999845,1.54E-07,0.999999846,-7.58E-01,1.18E-07
4973.026,1.55459E-07,0.999999845,1.54E-07,0.999999846,-7.58E-01,1.18E-07
4973.027,1.55831E-07,0.999999844,1.55E-07,0.999999845,-7.58E-01,1.18E-07
4973.028,1.56205E-07,0.999999844,1.55E-07,0.999999845,-7.58E-01,1.18E-07
4973.029,1.56579E-07,0.999999843,1.55E-07,0.999999845,-7.58E-01,1.19E-07
4973.03,1.56956E-07,0.999999843,1.56E-07,0.999999844,-7.58E-01,1.19E-07
4973.031,1.57333E-07,0.999999843,1.56E-07,0.999999844,-7.58E-01,1.19E-07
4973.032,1.57712E-07,0.999999842,1.57E-07,0.999999843,-7.58E-01,1.20E-07
4973.033,1.58092E-07,0.999999842,1.57E-07,0.999999843,-7.58E-01,1.20E-07
4973.034,1.58474E-07,0.999999842,1.57E-07,0.999999843,-7.58E-01,1.20E-07
4973.035,1.58857E-07,0.999999841,1.58E-07,0.999999842,-7.58E-01,1.20E-07
4973.036,1.59241E-07,0.999999841,1.58E-07,0.999999842,-7.58E-01,1.21E-07
4973.037,1.59627E-07,0.99999984,1.58E-07,0.999999842,-7.58E-01,1.21E-07
4973.038,1.60014E-07,0.99999984,1.59E-07,0.999999841,-7.58E-01,1.21E-07
4973.039,1.60403E-07,0.99999984,1.59E-07,0.999999841,-7.58E-01,1.22E-07
4973.04,1.60793E-07,0.999999839,1.60E-07,0.99999984,-7.58E-01,1.22E-07
4973.041,1.61184E-07,0.999999839,1.60E-07,0.99999984,-7.58E-01,1.22E-07
4973.042,1.61577E-07,0.999999838,1.60E-07,0.99999984,-7.58E-01,1.22E-07
4973.043,1.61972E-07,0.999999838,1.61E-07,0.999999839,-7.58E-01,1.23E-07
4973.044,1.62367E-07,0.999999838,1.61E-07,0.999999839,-7.58E-01,1.23E-07
4973.045,1.62765E-07,0.999999837,1.62E-07,0.999999838,-7.58E-01,1.23E-07
4973.046,1.63163E-07,0.999999837,1.62E-07,0.999999838,-7.58E-01,1.24E-07
4973.047,1.63564E-07,0.999999836,1.62E-07,0.999999838,-7.58E-01,1.24E-07
4973.048,1.63965E-07,0.999999836,1.63E-07,0.999999837,-7.58E-01,1.24E-07
4973.049,1.64368E-07,0.999999836,1.63E-07,0.999999837,-7.58E-01,1.25E-07
4973.05,1.64773E-07,0.999999835,1.64E-07,0.999999836,-7.58E-01,1.25E-07
4973.051,1.65179E-07,0.999999835,1.64E-07,0.999999836,-7.58E-01,1.25E-07
4973.052,1.65587E-07,0.999999834,1.64E-07,0.999999836,-7.58E-01,1.26E-07
4973.053,1.65996E-07,0.999999834,1.65E-07,0.999999835,-7.58E-01,1.26E-07
4973.054,1.66406E-07,0.999999834,1.65E-07,0.999999835,-7.58E-01,1.26E-07
4973.055,1.66818E-07,0.999999833,1.66E-07,0.999999834,-7.58E-01,1.26E-07
4973.056,1.67232E-07,0.999999833,1.66E-07,0.999999834,-7.58E-01,1.27E-07
4973.057,1.67647E-07,0.999999832,1.66E-07,0.999999834,-7.58E-01,1.27E-07
4973.058,1.68064E-07,0.999999832,1.67E-07,0.999999833,-7.58E-01,1.27E-07
4973.059,1.68482E-07,0.999999832,1.67E-07,0.999999833,-7.58E-01,1.28E-07
4973.06,1.68902E-07,0.999999831,1.68E-07,0.999999832,-7.58E-01,1.28E-07
4973.061,1.69324E-07,0.999999831,1.68E-07,0.999999832,-7.58E-01,1.28E-07
4973.062,1.69747E-07,0.99999983,1.68E-07,0.999999832,-7.58E-01,1.29E-07
4973.063,1.70171E-07,0.99999983,1.69E-07,0.999999831,-7.58E-01,1.29E-07
4973.064,1.70598E-07,0.999999829,1.69E-07,0.999999831,-7.58E-01,1.29E-07
4973.065,1.71025E-07,0.999999829,1.70E-07,0.99999983,-7.58E-01,1.30E-07
4973.066,1.71455E-07,0.999999829,1.70E-07,0.99999983,-7.58E-01,1.30E-07
4973.067,1.71886E-07,0.999999828,1.71E-07,0.999999829,-7.58E-01,1.30E-07
4973.068,1.72319E-07,0.999999828,1.71E-07,0.999999829,-7.58E-01,1.31E-07
4973.069,1.72753E-07,0.999999827,1.71E-07,0.999999829,-7.58E-01,1.31E-07
4973.07,1.73189E-07,0.999999827,1.72E-07,0.999999828,-7.58E-01,1.31E-07
4973.071,1.73627E-07,0.999999826,1.72E-07,0.999999828,-7.58E-01,1.32E-07
4973.072,1.74066E-07,0.999999826,1.73E-07,0.999999827,-7.58E-01,1.32E-07
4973.073,1.74507E-07,0.999999825,1.73E-07,0.999999827,-7.58E-01,1.32E-07
4973.074,1.74949E-07,0.999999825,1.74E-07,0.999999826,-7.58E-01,1.33E-07
4973.075,1.75394E-07,0.999999825,1.74E-07,0.999999826,-7.58E-01,1.33E-07
4973.076,1.7584E-07,0.999999824,1.75E-07,0.999999825,-7.58E-01,1.33E-07
4973.077,1.76287E-07,0.999999824,1.75E-07,0.999999825,-7.58E-01,1.34E-07
4973.078,1.76737E-07,0.999999823,1.75E-07,0.999999825,-7.58E-01,1.34E-07
4973.079,1.77188E-07,0.999999823,1.76E-07,0.999999824,-7.58E-01,1.34E-07
4973.08,1.77641E-07,0.999999822,1.76E-07,0.999999824,-7.58E-01,1.35E-07
4973.081,1.78095E-07,0.999999822,1.77E-07,0.999999823,-7.58E-01,1.35E-07
4973.082,1.78552E-07,0.999999821,1.77E-07,0.999999823,-7.58E-01,1.35E-07
4973.083,1.7901E-07,0.999999821,1.78E-07,0.999999822,-7.58E-01,1.36E-07
4973.084,1.7947E-07,0.999999821,1.78E-07,0.999999822,-7.58E-01,1.36E-07
4973.085,1.79931E-07,0.99999982,1.79E-07,0.999999821,-7.58E-01,1.36E-07
4973.086,1.80395E-07,0.99999982,1.79E-07,0.999999821,-7.58E-01,1.37E-07
4973.087,1.8086E-07,0.999999819,1.79E-07,0.999999821,-7.58E-01,1.37E-07
4973.088,1.81327E-07,0.999999819,1.80E-07,0.99999982,-7.58E-01,1.37E-07
4973.089,1.81796E-07,0.999999818,1.80E-07,0.99999982,-7.58E-01,1.38E-07
4973.09,1.82267E-07,0.999999818,1.81E-07,0.999999819,-7.58E-01,1.38E-07
4973.091,1.82739E-07,0.999999817,1.81E-07,0.999999819,-7.58E-01,1.39E-07
4973.092,1.83213E-07,0.999999817,1.82E-07,0.999999818,-7.58E-01,1.39E-07
4973.093,1.8369E-07,0.999999816,1.82E-07,0.999999818,-7.58E-01,1.39E-07
4973.094,1.84168E-07,0.999999816,1.83E-07,0.999999817,-7.58E-01,1.40E-07
4973.095,1.84648E-07,0.999999815,1.83E-07,0.999999817,-7.58E-01,1.40E-07
4973.096,1.85129E-07,0.999999815,1.84E-07,0.999999816,-7.58E-01,1.40E-07
4973.097,1.85613E-07,0.999999814,1.84E-07,0.999999816,-7.58E-01,1.41E-07
4973.098,1.86099E-07,0.999999814,1.85E-07,0.999999815,-7.58E-01,1.41E-07
4973.099,1.86586E-07,0.999999813,1.85E-07,0.999999815,-7.58E-01,1.41E-07
4973.1,1.87076E-07,0.999999813,1.86E-07,0.999999814,-7.58E-01,1.42E-07
4973.101,1.87567E-07,0.999999812,1.86E-07,0.999999814,-7.58E-01,1.42E-07
4973.102,1.8806E-07,0.999999812,1.87E-07,0.999999813,-7.58E-01,1.43E-07
4973.103,1.88555E-07,0.999999811,1.87E-07,0.999999813,-7.58E-01,1.43E-07
4973.104,1.89053E-07,0.999999811,1.88E-07,0.999999812,-7.58E-01,1.43E-07
4973.105,1.89552E-07,0.99999981,1.88E-07,0.999999812,-7.58E-01,1.44E-07
4973.106,1.90053E-07,0.99999981,1.89E-07,0.999999811,-7.58E-01,1.44E-07
4973.107,1.90556E-07,0.999999809,1.89E-07,0.999999811,-7.58E-01,1.44E-07
4973.108,1.91061E-07,0.999999809,1.90E-07,0.99999981,-7.58E-01,1.45E-07
4973.109,1.91568E-07,0.999999808,1.90E-07,0.99999981,-7.58E-01,1.45E-07
4973.11,1.92077E-07,0.999999808,1.91E-07,0.999999809,-7.58E-01,1.46E-07
4973.111,1.92588E-07,0.999999807,1.91E-07,0.999999809,-7.58E-01,1.46E-07
4973.112,1.93102E-07,0.999999807,1.92E-07,0.999999808,-7.58E-01,1.46E-07
4973.113,1.93617E-07,0.999999806,1.92E-07,0.999999808,-7.58E-01,1.47E-07
4973.114,1.94134E-07,0.999999806,1.93E-07,0.999999807,-7.58E-01,1.47E-07
4973.115,1.94654E-07,0.999999805,1.93E-07,0.999999807,-7.58E-01,1.48E-07
4973.116,1.95175E-07,0.999999805,1.94E-07,0.999999806,-7.58E-01,1.48E-07
4973.117,1.95699E-07,0.999999804,1.94E-07,0.999999806,-7.58E-01,1.48E-07
4973.118,1.96225E-07,0.999999804,1.95E-07,0.999999805,-7.58E-01,1.49E-07
4973.119,1.96752E-07,0.999999803,1.95E-07,0.999999805,-7.58E-01,1.49E-07
4973.12,1.97282E-07,0.999999803,1.96E-07,0.999999804,-7.58E-01,1.50E-07
4973.121,1.97814E-07,0.999999802,1.96E-07,0.999999804,-7.58E-01,1.50E-07
4973.122,1.98349E-07,0.999999802,1.97E-07,0.999999803,-7.58E-01,1.50E-07
4973.123,1.98885E-07,0.999999801,1.97E-07,0.999999803,-7.58E-01,1.51E-07
4973.124,1.99424E-07,0.999999801,1.98E-07,0.999999802,-7.58E-01,1.51E-07
4973.125,1.99965E-07,0.9999998,1.98E-07,0.999999802,-7.58E-01,1.52E-07
4973.126,2.00508E-07,0.999999799,1.99E-07,0.999999801,-7.58E-01,1.52E-07
4973.127,2.01053E-07,0.999999799,2.00E-07,0.9999998,-7.58E-01,1.52E-07
4973.128,2.016E-07,0.999999798,2.00E-07,0.9999998,-7.58E-01,1.53E-07
4973.129,2.0215E-07,0.999999798,2.01E-07,0.999999799,-7.58E-01,1.53E-07
4973.13,2.02702E-07,0.999999797,2.01E-07,0.999999799,-7.58E-01,1.54E-07
4973.131,2.03256E-07,0.999999797,2.02E-07,0.999999798,-7.58E-01,1.54E-07
4973.132,2.03813E-07,0.999999796,2.02E-07,0.999999798,-7.58E-01,1.54E-07
4973.133,2.04371E-07,0.999999796,2.03E-07,0.999999797,-7.58E-01,1.55E-07
4973.134,2.04932E-07,0.999999795,2.03E-07,0.999999797,-7.58E-01,1.55E-07
4973.135,2.05496E-07,0.999999795,2.04E-07,0.999999796,-7.58E-01,1.56E-07
4973.136,2.06062E-07,0.999999794,2.04E-07,0.999999796,-7.58E-01,1.56E-07
4973.137,2.0663E-07,0.999999793,2.05E-07,0.999999795,-7.58E-01,1.57E-07
4973.138,2.072E-07,0.999999793,2.06E-07,0.999999794,-7.58E-01,1.57E-07
4973.139,2.07773E-07,0.999999792,2.06E-07,0.999999794,-7.58E-01,1.57E-07
4973.14,2.08348E-07,0.999999792,2.07E-07,0.999999793,-7.58E-01,1.58E-07
4973.141,2.08925E-07,0.999999791,2.07E-07,0.999999793,-7.58E-01,1.58E-07
4973.142,2.09505E-07,0.99999979,2.08E-07,0.999999792,-7.58E-01,1.59E-07
4973.143,2.10088E-07,0.99999979,2.08E-07,0.999999792,-7.58E-01,1.59E-07
4973.144,2.10673E-07,0.999999789,2.09E-07,0.999999791,-7.58E-01,1.60E-07
4973.145,2.1126E-07,0.999999789,2.10E-07,0.99999979,-7.58E-01,1.60E-07
4973.146,2.11849E-07,0.999999788,2.10E-07,0.99999979,-7.58E-01,1.61E-07
4973.147,2.12442E-07,0.999999788,2.11E-07,0.999999789,-7.58E-01,1.61E-07
4973.148,2.13036E-07,0.999999787,2.11E-07,0.999999789,-7.58E-01,1.61E-07
4973.149,2.13633E-07,0.999999786,2.12E-07,0.999999788,-7.58E-01,1.62E-07
4973.15,2.14233E-07,0.999999786,2.13E-07,0.999999787,-7.58E-01,1.62E-07
4973.151,2.14835E-07,0.999999785,2.13E-07,0.999999787,-7.58E-01,1.63E-07
4973.152,2.1544E-07,0.999999785,2.14E-07,0.999999786,-7.58E-01,1.63E-07
4973.153,2.16047E-07,0.999999784,2.14E-07,0.999999786,-7.58E-01,1.64E-07
4973.154,2.16657E-07,0.999999783,2.15E-07,0.999999785,-7.58E-01,1.64E-07
4973.155,2.1727E-07,0.999999783,2.16E-07,0.999999784,-7.58E-01,1.65E-07
4973.156,2.17885E-07,0.999999782,2.16E-07,0.999999784,-7.58E-01,1.65E-07
4973.157,2.18502E-07,0.999999781,2.17E-07,0.999999783,-7.58E-01,1.66E-07
4973.158,2.19123E-07,0.999999781,2.17E-07,0.999999783,-7.58E-01,1.66E-07
4973.159,2.19746E-07,0.99999978,2.18E-07,0.999999782,-7.58E-01,1.67E-07
4973.16,2.20371E-07,0.99999978,2.19E-07,0.999999781,-7.58E-01,1.67E-07
4973.161,2.21E-07,0.999999779,2.19E-07,0.999999781,-7.58E-01,1.68E-07
4973.162,2.21631E-07,0.999999778,2.20E-07,0.99999978,-7.58E-01,1.68E-07
4973.163,2.22264E-07,0.999999778,2.21E-07,0.999999779,-7.58E-01,1.68E-07
4973.164,2.22901E-07,0.999999777,2.21E-07,0.999999779,-7.58E-01,1.69E-07
4973.165,2.2354E-07,0.999999776,2.22E-07,0.999999778,-7.58E-01,1.69E-07
4973.166,2.24182E-07,0.999999776,2.22E-07,0.999999778,-7.58E-01,1.70E-07
4973.167,2.24826E-07,0.999999775,2.23E-07,0.999999777,-7.58E-01,1.70E-07
4973.168,2.25474E-07,0.999999775,2.24E-07,0.999999776,-7.58E-01,1.71E-07
4973.169,2.26124E-07,0.999999774,2.24E-07,0.999999776,-7.58E-01,1.71E-07
4973.17,2.26777E-07,0.999999773,2.25E-07,0.999999775,-7.58E-01,1.72E-07
4973.171,2.27433E-07,0.999999773,2.26E-07,0.999999774,-7.58E-01,1.72E-07
4973.172,2.28092E-07,0.999999772,2.26E-07,0.999999774,-7.58E-01,1.73E-07
4973.173,2.28753E-07,0.999999771,2.27E-07,0.999999773,-7.58E-01,1.73E-07
4973.174,2.29418E-07,0.999999771,2.28E-07,0.999999772,-7.58E-01,1.74E-07
4973.175,2.30085E-07,0.99999977,2.28E-07,0.999999772,-7.58E-01,1.74E-07
4973.176,2.30756E-07,0.999999769,2.29E-07,0.999999771,-7.58E-01,1.75E-07
4973.177,2.31429E-07,0.999999769,2.30E-07,0.99999977,-7.58E-01,1.75E-07
4973.178,2.32105E-07,0.999999768,2.30E-07,0.99999977,-7.58E-01,1.76E-07
4973.179,2.32784E-07,0.999999767,2.31E-07,0.999999769,-7.58E-01,1.76E-07
4973.18,2.33466E-07,0.999999767,2.32E-07,0.999999768,-7.58E-01,1.77E-07
4973.181,2.34151E-07,0.999999766,2.32E-07,0.999999768,-7.58E-01,1.77E-07
4973.182,2.3484E-07,0.999999765,2.33E-07,0.999999767,-7.58E-01,1.78E-07
4973.183,2.35531E-07,0.999999764,2.34E-07,0.999999766,-7.58E-01,1.79E-07
4973.184,2.36225E-07,0.999999764,2.34E-07,0.999999766,-7.58E-01,1.79E-07
4973.185,2.36922E-07,0.999999763,2.35E-07,0.999999765,-7.58E-01,1.80E-07
4973.186,2.37623E-07,0.999999762,2.36E-07,0.999999764,-7.58E-01,1.80E-07
4973.187,2.38326E-07,0.999999762,2.37E-07,0.999999763,-7.58E-01,1.81E-07
4973.188,2.39033E-07,0.999999761,2.37E-07,0.999999763,-7.58E-01,1.81E-07
4973.189,2.39743E-07,0.99999976,2.38E-07,0.999999762,-7.58E-01,1.82E-07
4973.19,2.40456E-07,0.99999976,2.39E-07,0.999999761,-7.58E-01,1.82E-07
4973.191,2.41172E-07,0.999999759,2.39E-07,0.999999761,-7.58E-01,1.83E-07
4973.192,2.41891E-07,0.999999758,2.40E-07,0.99999976,-7.58E-01,1.83E-07
4973.193,2.42614E-07,0.999999757,2.41E-07,0.999999759,-7.58E-01,1.84E-07
4973.194,2.4334E-07,0.999999757,2.41E-07,0.999999759,-7.58E-01,1.84E-07
4973.195,2.44069E-07,0.999999756,2.42E-07,0.999999758,-7.58E-01,1.85E-07
4973.196,2.44801E-07,0.999999755,2.43E-07,0.999999757,-7.58E-01,1.86E-07
4973.197,2.45537E-07,0.999999754,2.44E-07,0.999999756,-7.58E-01,1.86E-07
4973.198,2.46276E-07,0.999999754,2.44E-07,0.999999756,-7.58E-01,1.87E-07
4973.199,2.47018E-07,0.999999753,2.45E-07,0.999999755,-7.58E-01,1.87E-07
4973.2,2.47764E-07,0.999999752,2.46E-07,0.999999754,-7.58E-01,1.88E-07
4973.201,2.48513E-07,0.999999751,2.47E-07,0.999999753,-7.58E-01,1.88E-07
4973.202,2.49266E-07,0.999999751,2.47E-07,0.999999753,-7.58E-01,1.89E-07
4973.203,2.50022E-07,0.99999975,2.48E-07,0.999999752,-7.58E-01,1.90E-07
4973.204,2.50781E-07,0.999999749,2.49E-07,0.999999751,-7.58E-01,1.90E-07
4973.205,2.51544E-07,0.999999748,2.50E-07,0.99999975,-7.58E-01,1.91E-07
4973.206,2.5231E-07,0.999999748,2.50E-07,0.99999975,-7.58E-01,1.91E-07
4973.207,2.5308E-07,0.999999747,2.51E-07,0.999999749,-7.58E-01,1.92E-07
4973.208,2.53853E-07,0.999999746,2.52E-07,0.999999748,-7.58E-01,1.92E-07
4973.209,2.5463E-07,0.999999745,2.53E-07,0.999999747,-7.58E-01,1.93E-07
4973.21,2.55411E-07,0.999999745,2.53E-07,0.999999747,-7.58E-01,1.94E-07
4973.211,2.56195E-07,0.999999744,2.54E-07,0.999999746,-7.58E-01,1.94E-07
4973.212,2.56983E-07,0.999999743,2.55E-07,0.999999745,-7.58E-01,1.95E-07
4973.213,2.57774E-07,0.999999742,2.56E-07,0.999999744,-7.58E-01,1.95E-07
4973.214,2.58569E-07,0.999999741,2.57E-07,0.999999743,-7.58E-01,1.96E-07
4973.215,2.59368E-07,0.999999741,2.57E-07,0.999999743,-7.58E-01,1.97E-07
4973.216,2.6017E-07,0.99999974,2.58E-07,0.999999742,-7.58E-01,1.97E-07
4973.217,2.60976E-07,0.999999739,2.59E-07,0.999999741,-7.58E-01,1.98E-07
4973.218,2.61786E-07,0.999999738,2.60E-07,0.99999974,-7.58E-01,1.98E-07
4973.219,2.626E-07,0.999999737,2.61E-07,0.999999739,-7.58E-01,1.99E-07
4973.22,2.63417E-07,0.999999737,2.61E-07,0.999999739,-7.58E-01,2.00E-07
4973.221,2.64238E-07,0.999999736,2.62E-07,0.999999738,-7.58E-01,2.00E-07
4973.222,2.65063E-07,0.999999735,2.63E-07,0.999999737,-7.58E-01,2.01E-07
4973.223,2.65892E-07,0.999999734,2.64E-07,0.999999736,-7.58E-01,2.02E-07
4973.224,2.66725E-07,0.999999733,2.65E-07,0.999999735,-7.58E-01,2.02E-07
4973.225,2.67562E-07,0.999999732,2.66E-07,0.999999734,-7.58E-01,2.03E-07
4973.226,2.68403E-07,0.999999732,2.66E-07,0.999999734,-7.58E-01,2.03E-07
4973.227,2.69247E-07,0.999999731,2.67E-07,0.999999733,-7.58E-01,2.04E-07
4973.228,2.70096E-07,0.99999973,2.68E-07,0.999999732,-7.58E-01,2.05E-07
4973.229,2.70949E-07,0.999999729,2.69E-07,0.999999731,-7.58E-01,2.05E-07
4973.23,2.71806E-07,0.999999728,2.70E-07,0.99999973,-7.58E-01,2.06E-07
4973.231,2.72666E-07,0.999999727,2.71E-07,0.999999729,-7.58E-01,2.07E-07
4973.232,2.73531E-07,0.999999726,2.71E-07,0.999999729,-7.58E-01,2.07E-07
4973.233,2.744E-07,0.999999726,2.72E-07,0.999999728,-7.58E-01,2.08E-07
4973.234,2.75274E-07,0.999999725,2.73E-07,0.999999727,-7.58E-01,2.09E-07
4973.235,2.76151E-07,0.999999724,2.74E-07,0.999999726,-7.58E-01,2.09E-07
4973.236,2.77032E-07,0.999999723,2.75E-07,0.999999725,-7.58E-01,2.10E-07
4973.237,2.77918E-07,0.999999722,2.76E-07,0.999999724,-7.58E-01,2.11E-07
4973.238,2.78808E-07,0.999999721,2.77E-07,0.999999723,-7.58E-01,2.11E-07
4973.239,2.79703E-07,0.99999972,2.78E-07,0.999999722,-7.58E-01,2.12E-07
4973.24,2.80601E-07,0.999999719,2.78E-07,0.999999722,-7.58E-01,2.13E-07
4973.241,2.81504E-07,0.999999718,2.79E-07,0.999999721,-7.58E-01,2.13E-07
4973.242,2.82412E-07,0.999999718,2.80E-07,0.99999972,-7.58E-01,2.14E-07
4973.243,2.83323E-07,0.999999717,2.81E-07,0.999999719,-7.58E-01,2.15E-07
4973.244,2.8424E-07,0.999999716,2.82E-07,0.999999718,-7.58E-01,2.15E-07
4973.245,2.8516E-07,0.999999715,2.83E-07,0.999999717,-7.58E-01,2.16E-07
4973.246,2.86085E-07,0.999999714,2.84E-07,0.999999716,-7.58E-01,2.17E-07
4973.247,2.87015E-07,0.999999713,2.85E-07,0.999999715,-7.58E-01,2.18E-07
4973.248,2.87949E-07,0.999999712,2.86E-07,0.999999714,-7.58E-01,2.18E-07
4973.249,2.88888E-07,0.999999711,2.87E-07,0.999999713,-7.58E-01,2.19E-07
4973.25,2.89831E-07,0.99999971,2.88E-07,0.999999712,-7.58E-01,2.20E-07
4973.251,2.90779E-07,0.999999709,2.89E-07,0.999999711,-7.58E-01,2.20E-07
4973.252,2.91732E-07,0.999999708,2.90E-07,0.99999971,-7.58E-01,2.21E-07
4973.253,2.92689E-07,0.999999707,2.90E-07,0.99999971,-7.58E-01,2.22E-07
4973.254,2.93651E-07,0.999999706,2.91E-07,0.999999709,-7.58E-01,2.23E-07
4973.255,2.94618E-07,0.999999705,2.92E-07,0.999999708,-7.58E-01,2.23E-07
4973.256,2.95589E-07,0.999999704,2.93E-07,0.999999707,-7.58E-01,2.24E-07
4973.257,2.96566E-07,0.999999703,2.94E-07,0.999999706,-7.58E-01,2.25E-07
4973.258,2.97547E-07,0.999999702,2.95E-07,0.999999705,-7.58E-01,2.26E-07
4973.259,2.98533E-07,0.999999701,2.96E-07,0.999999704,-7.58E-01,2.26E-07
4973.26,2.99524E-07,0.9999997,2.97E-07,0.999999703,-7.58E-01,2.27E-07
4973.261,3.0052E-07,0.999999699,2.98E-07,0.999999702,-7.58E-01,2.28E-07
4973.262,3.01521E-07,0.999999698,2.99E-07,0.999999701,-7.58E-01,2.29E-07
4973.263,3.02527E-07,0.999999697,3.00E-07,0.9999997,-7.58E-01,2.29E-07
4973.264,3.03538E-07,0.999999696,3.01E-07,0.999999699,-7.58E-01,2.30E-07
4973.265,3.04554E-07,0.999999695,3.02E-07,0.999999698,-7.58E-01,2.31E-07
4973.266,3.05575E-07,0.999999694,3.03E-07,0.999999697,-7.58E-01,2.32E-07
4973.267,3.06601E-07,0.999999693,3.04E-07,0.999999696,-7.58E-01,2.32E-07
4973.268,3.07633E-07,0.999999692,3.05E-07,0.999999695,-7.58E-01,2.33E-07
4973.269,3.08669E-07,0.999999691,3.06E-07,0.999999694,-7.58E-01,2.34E-07
4973.27,3.09711E-07,0.99999969,3.07E-07,0.999999693,-7.58E-01,2.35E-07
4973.271,3.10758E-07,0.999999689,3.08E-07,0.999999692,-7.58E-01,2.36E-07
4973.272,3.11811E-07,0.999999688,3.09E-07,0.999999691,-7.58E-01,2.36E-07
4973.273,3.12869E-07,0.999999687,3.10E-07,0.99999969,-7.58E-01,2.37E-07
4973.274,3.13932E-07,0.999999686,3.12E-07,0.999999688,-7.58E-01,2.38E-07
4973.275,3.15001E-07,0.999999685,3.13E-07,0.999999687,-7.58E-01,2.39E-07
4973.276,3.16075E-07,0.999999684,3.14E-07,0.999999686,-7.58E-01,2.40E-07
4973.277,3.17155E-07,0.999999683,3.15E-07,0.999999685,-7.58E-01,2.40E-07
4973.278,3.1824E-07,0.999999682,3.16E-07,0.999999684,-7.58E-01,2.41E-07
4973.279,3.19331E-07,0.999999681,3.17E-07,0.999999683,-7.58E-01,2.42E-07
4973.28,3.20427E-07,0.99999968,3.18E-07,0.999999682,-7.58E-01,2.43E-07
4973.281,3.21529E-07,0.999999678,3.19E-07,0.999999681,-7.58E-01,2.44E-07
4973.282,3.22637E-07,0.999999677,3.20E-07,0.99999968,-7.58E-01,2.45E-07
4973.283,3.23751E-07,0.999999676,3.21E-07,0.999999679,-7.58E-01,2.45E-07
4973.284,3.2487E-07,0.999999675,3.22E-07,0.999999678,-7.58E-01,2.46E-07
4973.285,3.25995E-07,0.999999674,3.24E-07,0.999999676,-7.58E-01,2.47E-07
4973.286,3.27126E-07,0.999999673,3.25E-07,0.999999675,-7.58E-01,2.48E-07
4973.287,3.28263E-07,0.999999672,3.26E-07,0.999999674,-7.58E-01,2.49E-07
4973.288,3.29406E-07,0.999999671,3.27E-07,0.999999673,-7.58E-01,2.50E-07
4973.289,3.30554E-07,0.999999669,3.28E-07,0.999999672,-7.58E-01,2.51E-07
4973.29,3.31709E-07,0.999999668,3.29E-07,0.999999671,-7.58E-01,2.51E-07
4973.291,3.3287E-07,0.999999667,3.30E-07,0.99999967,-7.58E-01,2.52E-07
4973.292,3.34037E-07,0.999999666,3.32E-07,0.999999668,-7.58E-01,2.53E-07
4973.293,3.3521E-07,0.999999665,3.33E-07,0.999999667,-7.58E-01,2.54E-07
4973.294,3.36389E-07,0.999999664,3.34E-07,0.999999666,-7.58E-01,2.55E-07
4973.295,3.37575E-07,0.999999662,3.35E-07,0.999999665,-7.58E-01,2.56E-07
