波数(cm-1),光学的厚さf,透過率Tf=exp(-tau),光学的厚さ,透過率T=exp(-tau),光学誤差,透過率誤差
4974.855,1.10699E-07,0.999999889,1.10E-07,0.99999989,-7.58E-01,8.39E-08
4974.856,1.10476E-07,0.99999989,1.10E-07,0.99999989,-7.58E-01,8.37E-08
4974.857,1.10254E-07,0.99999989,1.09E-07,0.999999891,-7.58E-01,8.36E-08
4974.858,1.10032E-07,0.99999989,1.09E-07,0.999999891,-7.58E-01,8.34E-08
4974.859,1.09811E-07,0.99999989,1.09E-07,0.999999891,-7.58E-01,8.32E-08
4974.86,1.09591E-07,0.99999989,1.09E-07,0.999999891,-7.58E-01,8.31E-08
4974.861,1.09372E-07,0.999999891,1.09E-07,0.999999891,-7.58E-01,8.29E-08
4974.862,1.09153E-07,0.999999891,1.08E-07,0.999999892,-7.58E-01,8.27E-08
4974.863,1.08935E-07,0.999999891,1.08E-07,0.999999892,-7.58E-01,8.26E-08
4974.864,1.08717E-07,0.999999891,1.08E-07,0.999999892,-7.58E-01,8.24E-08
4974.865,1.085E-07,0.999999891,1.08E-07,0.999999892,-7.58E-01,8.22E-08
4974.866,1.08284E-07,0.999999892,1.07E-07,0.999999893,-7.58E-01,8.21E-08
4974.867,1.08068E-07,0.999999892,1.07E-07,0.999999893,-7.58E-01,8.19E-08
4974.868,1.07853E-07,0.999999892,1.07E-07,0.999999893,-7.58E-01,8.17E-08
4974.869,1.07639E-07,0.999999892,1.07E-07,0.999999893,-7.58E-01,8.16E-08
4974.87,1.07425E-07,0.999999893,1.07E-07,0.999999893,-7.58E-01,8.14E-08
4974.871,1.07212E-07,0.999999893,1.06E-07,0.999999894,-7.58E-01,8.13E-08
4974.872,1.07E-07,0.999999893,1.06E-07,0.999999894,-7.58E-01,8.11E-08
4974.873,1.06788E-07,0.999999893,1.06E-07,0.999999894,-7.58E-01,8.09E-08
4974.874,1.06577E-07,0.999999893,1.06E-07,0.999999894,-7.58E-01,8.08E-08
4974.875,1.06366E-07,0.999999894,1.06E-07,0.999999894,-7.58E-01,8.06E-08
4974.876,1.06156E-07,0.999999894,1.05E-07,0.999999895,-7.58E-01,8.05E-08
4974.877,1.05947E-07,0.999999894,1.05E-07,0.999999895,-7.58E-01,8.03E-08
4974.878,1.05738E-07,0.999999894,1.05E-07,0.999999895,-7.58E-01,8.01E-08
4974.879,1.0553E-07,0.999999894,1.05E-07,0.999999895,-7.58E-01,8.00E-08
4974.88,1.05323E-07,0.999999895,1.05E-07,0.999999895,-7.58E-01,7.98E-08
4974.881,1.05116E-07,0.999999895,1.04E-07,0.999999896,-7.58E-01,7.97E-08
4974.882,1.0491E-07,0.999999895,1.04E-07,0.999999896,-7.58E-01,7.95E-08
4974.883,1.04704E-07,0.999999895,1.04E-07,0.999999896,-7.58E-01,7.94E-08
4974.884,1.04499E-07,0.999999896,1.04E-07,0.999999896,-7.58E-01,7.92E-08
4974.885,1.04295E-07,0.999999896,1.04E-07,0.999999896,-7.58E-01,7.91E-08
4974.886,1.04091E-07,0.999999896,1.03E-07,0.999999897,-7.58E-01,7.89E-08
4974.887,1.03888E-07,0.999999896,1.03E-07,0.999999897,-7.58E-01,7.87E-08
4974.888,1.03685E-07,0.999999896,1.03E-07,0.999999897,-7.58E-01,7.86E-08
4974.889,1.03483E-07,0.999999897,1.03E-07,0.999999897,-7.58E-01,7.84E-08
4974.89,1.03282E-07,0.999999897,1.02E-07,0.999999898,-7.58E-01,7.83E-08
4974.891,1.03081E-07,0.999999897,1.02E-07,0.999999898,-7.58E-01,7.81E-08
4974.892,1.0288E-07,0.999999897,1.02E-07,0.999999898,-7.58E-01,7.80E-08
4974.893,1.02681E-07,0.999999897,1.02E-07,0.999999898,-7.58E-01,7.78E-08
4974.894,1.02482E-07,0.999999898,1.02E-07,0.999999898,-7.58E-01,7.77E-08
4974.895,1.02283E-07,0.999999898,1.02E-07,0.999999898,-7.58E-01,7.75E-08
4974.896,1.02085E-07,0.999999898,1.01E-07,0.999999899,-7.58E-01,7.74E-08
4974.897,1.01888E-07,0.999999898,1.01E-07,0.999999899,-7.58E-01,7.72E-08
4974.898,1.01691E-07,0.999999898,1.01E-07,0.999999899,-7.58E-01,7.71E-08
4974.899,1.01495E-07,0.999999899,1.01E-07,0.999999899,-7.58E-01,7.69E-08
4974.9,1.01299E-07,0.999999899,1.01E-07,0.999999899,-7.58E-01,7.68E-08
4974.901,1.01104E-07,0.999999899,1.00E-07,0.9999999,-7.58E-01,7.66E-08
4974.902,1.00909E-07,0.999999899,1.00E-07,0.9999999,-7.58E-01,7.65E-08
4974.903,1.00715E-07,0.999999899,1.00E-07,0.9999999,-7.58E-01,7.63E-08
4974.904,1.00522E-07,0.999999899,9.98E-08,0.9999999,-7.58E-01,7.62E-08
4974.905,1.00329E-07,0.9999999,9.96E-08,0.9999999,-7.58E-01,7.60E-08
4974.906,1.00137E-07,0.9999999,9.94E-08,0.999999901,-7.58E-01,7.59E-08
4974.907,9.99451E-08,0.9999999,9.92E-08,0.999999901,-7.58E-01,7.58E-08
4974.908,9.97539E-08,0.9999999,9.90E-08,0.999999901,-7.58E-01,7.56E-08
4974.909,9.95633E-08,0.9999999,9.88E-08,0.999999901,-7.58E-01,7.55E-08
4974.91,9.93732E-08,0.999999901,9.86E-08,0.999999901,-7.58E-01,7.53E-08
4974.911,9.91836E-08,0.999999901,9.84E-08,0.999999902,-7.58E-01,7.52E-08
4974.912,9.89946E-08,0.999999901,9.82E-08,0.999999902,-7.58E-01,7.50E-08
4974.913,9.88061E-08,0.999999901,9.81E-08,0.999999902,-7.58E-01,7.49E-08
4974.914,9.86181E-08,0.999999901,9.79E-08,0.999999902,-7.58E-01,7.47E-08
4974.915,9.84307E-08,0.999999902,9.77E-08,0.999999902,-7.58E-01,7.46E-08
4974.916,9.82438E-08,0.999999902,9.75E-08,0.999999903,-7.58E-01,7.45E-08
4974.917,9.80575E-08,0.999999902,9.73E-08,0.999999903,-7.58E-01,7.43E-08
4974.918,9.78717E-08,0.999999902,9.71E-08,0.999999903,-7.58E-01,7.42E-08
4974.919,9.76864E-08,0.999999902,9.69E-08,0.999999903,-7.58E-01,7.40E-08
4974.92,9.75016E-08,0.999999902,9.68E-08,0.999999903,-7.58E-01,7.39E-08
4974.921,9.73174E-08,0.999999903,9.66E-08,0.999999903,-7.58E-01,7.38E-08
4974.922,9.71336E-08,0.999999903,9.64E-08,0.999999904,-7.58E-01,7.36E-08
4974.923,9.69504E-08,0.999999903,9.62E-08,0.999999904,-7.58E-01,7.35E-08
4974.924,9.67678E-08,0.999999903,9.60E-08,0.999999904,-7.58E-01,7.33E-08
4974.925,9.65856E-08,0.999999903,9.59E-08,0.999999904,-7.58E-01,7.32E-08
4974.926,9.64039E-08,0.999999904,9.57E-08,0.999999904,-7.58E-01,7.31E-08
4974.927,9.62228E-08,0.999999904,9.55E-08,0.999999905,-7.58E-01,7.29E-08
4974.928,9.60422E-08,0.999999904,9.53E-08,0.999999905,-7.58E-01,7.28E-08
4974.929,9.58621E-08,0.999999904,9.51E-08,0.999999905,-7.58E-01,7.27E-08
4974.93,9.56824E-08,0.999999904,9.50E-08,0.999999905,-7.58E-01,7.25E-08
4974.931,9.55033E-08,0.999999904,9.48E-08,0.999999905,-7.58E-01,7.24E-08
4974.932,9.53247E-08,0.999999905,9.46E-08,0.999999905,-7.58E-01,7.23E-08
4974.933,9.51466E-08,0.999999905,9.44E-08,0.999999906,-7.58E-01,7.21E-08
4974.934,9.4969E-08,0.999999905,9.42E-08,0.999999906,-7.58E-01,7.20E-08
4974.935,9.47919E-08,0.999999905,9.41E-08,0.999999906,-7.58E-01,7.18E-08
4974.936,9.46153E-08,0.999999905,9.39E-08,0.999999906,-7.58E-01,7.17E-08
4974.937,9.44391E-08,0.999999906,9.37E-08,0.999999906,-7.58E-01,7.16E-08
4974.938,9.42635E-08,0.999999906,9.35E-08,0.999999906,-7.58E-01,7.14E-08
4974.939,9.40884E-08,0.999999906,9.34E-08,0.999999907,-7.58E-01,7.13E-08
4974.94,9.39137E-08,0.999999906,9.32E-08,0.999999907,-7.58E-01,7.12E-08
4974.941,9.37395E-08,0.999999906,9.30E-08,0.999999907,-7.58E-01,7.11E-08
4974.942,9.35658E-08,0.999999906,9.29E-08,0.999999907,-7.58E-01,7.09E-08
4974.943,9.33926E-08,0.999999907,9.27E-08,0.999999907,-7.58E-01,7.08E-08
4974.944,9.32199E-08,0.999999907,9.25E-08,0.999999907,-7.58E-01,7.07E-08
4974.945,9.30477E-08,0.999999907,9.23E-08,0.999999908,-7.58E-01,7.05E-08
4974.946,9.28759E-08,0.999999907,9.22E-08,0.999999908,-7.58E-01,7.04E-08
4974.947,9.27046E-08,0.999999907,9.20E-08,0.999999908,-7.58E-01,7.03E-08
4974.948,9.25338E-08,0.999999907,9.18E-08,0.999999908,-7.58E-01,7.01E-08
4974.949,9.23634E-08,0.999999908,9.17E-08,0.999999908,-7.58E-01,7.00E-08
4974.95,9.21936E-08,0.999999908,9.15E-08,0.999999909,-7.58E-01,6.99E-08
4974.951,9.20242E-08,0.999999908,9.13E-08,0.999999909,-7.58E-01,6.98E-08
4974.952,9.18552E-08,0.999999908,9.12E-08,0.999999909,-7.58E-01,6.96E-08
4974.953,9.16867E-08,0.999999908,9.10E-08,0.999999909,-7.58E-01,6.95E-08
4974.954,9.15187E-08,0.999999908,9.08E-08,0.999999909,-7.58E-01,6.94E-08
4974.955,9.13512E-08,0.999999909,9.07E-08,0.999999909,-7.58E-01,6.92E-08
4974.956,9.11841E-08,0.999999909,9.05E-08,0.99999991,-7.58E-01,6.91E-08
4974.957,9.10174E-08,0.999999909,9.03E-08,0.99999991,-7.58E-01,6.90E-08
4974.958,9.08513E-08,0.999999909,9.02E-08,0.99999991,-7.58E-01,6.89E-08
4974.959,9.06855E-08,0.999999909,9.00E-08,0.99999991,-7.58E-01,6.87E-08
4974.96,9.05203E-08,0.999999909,8.98E-08,0.99999991,-7.58E-01,6.86E-08
4974.961,9.03554E-08,0.99999991,8.97E-08,0.99999991,-7.58E-01,6.85E-08
4974.962,9.01911E-08,0.99999991,8.95E-08,0.99999991,-7.58E-01,6.84E-08
4974.963,9.00271E-08,0.99999991,8.93E-08,0.999999911,-7.58E-01,6.82E-08
4974.964,8.98637E-08,0.99999991,8.92E-08,0.999999911,-7.58E-01,6.81E-08
4974.965,8.97006E-08,0.99999991,8.90E-08,0.999999911,-7.58E-01,6.80E-08
4974.966,8.95381E-08,0.99999991,8.89E-08,0.999999911,-7.58E-01,6.79E-08
4974.967,8.93759E-08,0.999999911,8.87E-08,0.999999911,-7.58E-01,6.77E-08
4974.968,8.92142E-08,0.999999911,8.85E-08,0.999999911,-7.58E-01,6.76E-08
4974.969,8.90529E-08,0.999999911,8.84E-08,0.999999912,-7.58E-01,6.75E-08
4974.97,8.88921E-08,0.999999911,8.82E-08,0.999999912,-7.58E-01,6.74E-08
4974.971,8.87317E-08,0.999999911,8.81E-08,0.999999912,-7.58E-01,6.73E-08
4974.972,8.85717E-08,0.999999911,8.79E-08,0.999999912,-7.58E-01,6.71E-08
4974.973,8.84122E-08,0.999999912,8.77E-08,0.999999912,-7.58E-01,6.70E-08
4974.974,8.82531E-08,0.999999912,8.76E-08,0.999999912,-7.58E-01,6.69E-08
4974.975,8.80944E-08,0.999999912,8.74E-08,0.999999913,-7.58E-01,6.68E-08
4974.976,8.79362E-08,0.999999912,8.73E-08,0.999999913,-7.58E-01,6.67E-08
4974.977,8.77784E-08,0.999999912,8.71E-08,0.999999913,-7.58E-01,6.65E-08
4974.978,8.7621E-08,0.999999912,8.70E-08,0.999999913,-7.58E-01,6.64E-08
4974.979,8.7464E-08,0.999999913,8.68E-08,0.999999913,-7.58E-01,6.63E-08
4974.98,8.73075E-08,0.999999913,8.66E-08,0.999999913,-7.58E-01,6.62E-08
4974.981,8.71514E-08,0.999999913,8.65E-08,0.999999914,-7.58E-01,6.61E-08
4974.982,8.69956E-08,0.999999913,8.63E-08,0.999999914,-7.58E-01,6.59E-08
4974.983,8.68403E-08,0.999999913,8.62E-08,0.999999914,-7.58E-01,6.58E-08
4974.984,8.66855E-08,0.999999913,8.60E-08,0.999999914,-7.58E-01,6.57E-08
4974.985,8.6531E-08,0.999999913,8.59E-08,0.999999914,-7.58E-01,6.56E-08
4974.986,8.6377E-08,0.999999914,8.57E-08,0.999999914,-7.58E-01,6.55E-08
4974.987,8.62233E-08,0.999999914,8.56E-08,0.999999914,-7.58E-01,6.54E-08
4974.988,8.60701E-08,0.999999914,8.54E-08,0.999999915,-7.58E-01,6.52E-08
4974.989,8.59173E-08,0.999999914,8.53E-08,0.999999915,-7.58E-01,6.51E-08
4974.99,8.57649E-08,0.999999914,8.51E-08,0.999999915,-7.58E-01,6.50E-08
4974.991,8.56128E-08,0.999999914,8.50E-08,0.999999915,-7.58E-01,6.49E-08
4974.992,8.54612E-08,0.999999915,8.48E-08,0.999999915,-7.58E-01,6.48E-08
4974.993,8.531E-08,0.999999915,8.47E-08,0.999999915,-7.58E-01,6.47E-08
4974.994,8.51592E-08,0.999999915,8.45E-08,0.999999915,-7.58E-01,6.45E-08
4974.995,8.50088E-08,0.999999915,8.44E-08,0.999999916,-7.58E-01,6.44E-08
4974.996,8.48588E-08,0.999999915,8.42E-08,0.999999916,-7.58E-01,6.43E-08
4974.997,8.47092E-08,0.999999915,8.41E-08,0.999999916,-7.58E-01,6.42E-08
4974.998,8.456E-08,0.999999915,8.39E-08,0.999999916,-7.58E-01,6.41E-08
4974.999,8.44112E-08,0.999999916,8.38E-08,0.999999916,-7.58E-01,6.40E-08
4975,8.42628E-08,0.999999916,8.36E-08,0.999999916,-7.58E-01,6.39E-08
