4592.1486  0.998958
4621.3281  0.999396
4650.9465  0.999991
4680.9684  1.000000
4711.4476  0.999958
4742.3482  0.999285
4773.7026  0.997490
4805.5206  0.991419
4837.8123  0.976210
4870.5887  0.976445
4903.8355  0.997457
4937.5889  0.983941
4971.8590  0.932068
5006.6589  0.974862
5041.9744  0.998263
5077.8176  0.977288
5114.2262  0.962873
5151.2139  0.995914
5188.7674  0.999992
5226.9270  0.999990
5265.6796  0.999684
5305.0398  0.989826
5345.0497  0.997322
5385.6967  0.999999
5427.0255  1.000000
5468.9935  1.000000
5511.6765  1.000000
