波数,光学的厚さfor,光学的厚さpython,誤差
4974.959,1.143355994,1.131165932,-1.077654561
4974.96,1.220505594,1.207535009,-1.074137451
4974.961,1.30607273,1.292210386,-1.07276218
4974.962,1.401494614,1.386599753,-1.074200513
4974.963,1.509345204,1.493247928,-1.078004206
4974.964,1.633663783,1.616155402,-1.083335273
4974.965,1.780224304,1.761045273,-1.089070867
4974.966,1.956942763,1.935762622,-1.094149664
4974.967,2.174805714,2.151189368,-1.097827388
4974.968,2.450002866,2.423368832,-1.099049949
4974.969,2.808596598,2.778170821,-1.095172987
4974.97,3.296429615,3.261190826,-1.080549757
4974.971,3.999590036,3.958200865,-1.045656141
4974.972,5.084882809,5.035653593,-0.977613245
4974.973,6.874316739,6.815403452,-0.864413785
4974.974,9.967974849,9.89822595,-0.704660602
4974.975,15.41549629,15.33617125,-0.517241457
4974.976,24.89205365,24.80938898,-0.333199154
4974.977,40.7549185,40.68291005,-0.176999276
4974.978,65.76551661,65.73283725,-0.049715429
4974.979,102.2757384,102.3269484,0.05004551
4974.98,150.8540209,151.0384848,0.122130439
4974.981,208.7450838,209.0961472,0.167895691
4974.982,268.9926973,269.533609,0.200684336
4974.983,321.2577785,321.9826642,0.225131906
4974.984,354.5745783,355.4171421,0.237063342
4974.985,361.1096354,361.9739292,0.238772366
4974.986,339.2470879,340.0357085,0.23192288
4974.987,294.2690466,294.8964361,0.212749119
4974.988,236.1955424,236.6289081,0.183141492
4974.989,176.093424,176.3489122,0.144876577
4974.99,122.6892082,122.7946225,0.085846085
4974.991,80.61856945,80.61642082,-0.002665258
4974.992,50.63695754,50.57821503,-0.116141923
4974.993,31.00037477,30.9199197,-0.260204661
4974.994,18.98507306,18.90329209,-0.432628185
4974.995,11.98339183,11.90928996,-0.622218981
4974.996,8.001949011,7.938609084,-0.79787184
4974.997,5.726814199,5.67388466,-0.932862448
4974.998,4.378923376,4.334701274,-1.020187986
4974.999,3.530062015,3.492730131,-1.068845353
4975,2.955875079,2.923935253,-1.092357497
,,2.51322532,
,,2.200622264,
,,1.953434957,
,,1.752624869,
,,1.586268157,
,,1.446390294,
,,1.327373199,
,,1.225103743,
,,1.136485101,
,,1.059136689,
,,0.991199233,
,,0.931202772,
,,0.877975074,
,,0.830577749,
,,0.788263482,
,,0.750452442,
,,0.716731363,
,,0.686886286,
,,0.660990653,
,,0.639582752,
,,0.623973153,
,,0.616705801,
,,0.622125669,
,,0.646851512,
,,0.699722835,
,,0.790593051,
,,0.927413141,
,,1.11166546,
,,1.333399919,
,,1.568376876,
,,1.780092128,
,,1.927862426,
,,1.978967272,
,,1.919889443,
,,1.761250013,
,,1.533904057,
,,1.278198375,
,,1.031613838,
,,0.819990048,
,,0.65477051,
,,0.535416369,
,,0.454287611,
,,0.401366211,
,,0.367397161,
,,0.345271666,
,,0.33017227,
,,0.319123735,
,,0.310411323,
,,0.303092236,
,,0.296659805,
,,0.290840381,
,,0.285481312,
,,0.280493396,
,,0.275823023,
,,0.271439465,
,,0.267329237,
,,0.263492714,
,,0.259939517,
,,0.256680059,
,,0.253712329,
,,0.251006307,
,,0.248492307,
,,0.246061614,
,,0.243584863,
,,0.240945387,
,,0.238075142,
,,0.23497666,
,,0.231719947,
,,0.228415865,
,,0.225179092,
,,0.2220971,
,,0.21921559,
,,0.216540977,
,,0.214053218,
,,0.211720661,
,,0.209511287,
,,0.207398636,
,,0.205363381,
,,0.203392459,
,,0.20147738,
,,0.199612606,
,,0.197794358,
,,0.19601986,
,,0.19428689,
,,0.192593545,
,,0.190938121,
,,0.189319049,
,,0.187734874,
,,0.186184244,
,,0.184665905,
,,0.183178697,
,,0.181721538,
,,0.180293413,
,,0.178893359,
,,0.177520454,
,,0.176173807,
,,0.174852561,
,,0.17355589,
,,0.172283005,
,,0.171033148,
,,0.169805601,
,,0.168599676,
,,0.167414719,
,,0.166250108,
,,0.165105246,
,,0.163979564,
,,0.162872518,
,,0.161783589,
,,0.160712283,
,,0.159658128,
,,0.158620677,
,,0.157599511,
,,0.156594242,
,,0.155604522,
,,0.154630069,
,,0.153670705,
,,0.152726451,
,,0.151797694,
,,0.150885497,
,,0.149992057,
,,0.149121295,
,,0.148279297,
,,0.14747411,
,,0.146714142,
,,0.14600466,
,,0.145342871,
,,0.144713561,
,,0.144088441,
,,0.1434316,
,,0.142710463,
,,0.141907785,
,,0.141028527,
,,0.140097736,
,,0.139150644,
,,0.138220381,
,,0.137329158,
,,0.136485724,
,,0.135688103,
,,0.134928564,
,,0.134198065,
,,0.133488871,
,,0.132795432,
,,0.132114203,
,,0.131443085,
,,0.130780878,
,,0.130126883,
,,0.129480672,
,,0.128841952,
,,0.128210502,
,,0.127586137,
,,0.126968699,
,,0.126358041,
,,0.125754027,
,,0.125156529,
,,0.124565426,
,,0.123980602,
,,0.123401945,
,,0.122829347,
,,0.122262703,
,,0.121701913,
,,0.121146879,
,,0.120597507,
,,0.120053703,
,,0.119515378,
,,0.118982446,
,,0.118454821,
,,0.117932421,
,,0.117415165,
,,0.116902974,
,,0.116395772,
,,0.115893485,
,,0.11539604,
,,0.114903366,
,,0.114415393,
,,0.113932054,
,,0.113453283,
,,0.112979016,
,,0.112509189,
,,0.112043741,
,,0.111582612,
,,0.111125744,
,,0.110673079,
,,0.11022456,
,,0.109780134,
,,0.109339746,
,,0.108903345,
,,0.108470878,
,,0.108042297,
,,0.107617551,
,,0.107196594,
,,0.106779378,
,,0.106365858,
,,0.105955988,
,,0.105549724,
,,0.105147025,
,,0.104747847,
,,0.10435215,
,,0.103959894,
,,0.103571038,
,,0.103185545,
,,0.102803377,
,,0.102424496,
,,0.102048868,
,,0.101676455,
,,0.101307224,
,,0.100941141,
,,0.100578173,
,,0.100218286,
,,0.09986145,
,,0.099507633,
,,0.099156805,
,,0.098808935,
,,0.098463995,
,,0.098121956,
,,0.09778279,
,,0.097446471,
,,0.09711297,
,,0.096782262,
,,0.096454322,
,,0.096129124,
,,0.095806644,
,,0.095486858,
,,0.095169743,
,,0.094855276,
,,0.094543435,
,,0.094234198,
,,0.093927544,
,,0.093623452,
,,0.093321903,
,,0.093022877,
,,0.092726354,
,,0.092432317,
,,0.092140747,
,,0.091851627,
,,0.091564941,
,,0.091280671,
,,0.090998803,
,,0.090719321,
,,0.090442211,
,,0.090167458,
,,0.089895049,
,,0.089624973,
,,0.089357216,
,,0.089091768,
,,0.088828618,
,,0.088567756,
,,0.088309173,
,,0.088052861,
,,0.087798813,
,,0.087547023,
,,0.087297486,
,,0.087050197,
,,0.086805154,
,,0.086562356,
,,0.086321802,
,,0.086083495,
,,0.085847439,
,,0.085613638,
,,0.085382101,
,,0.085152839,
,,0.084925866,
,,0.084701198,
,,0.084478857,
,,0.084258868,
,,0.084041262,
,,0.083826076,
,,0.083613354,
,,0.083403149,
,,0.083195524,
,,0.082990554,
,,0.082788329,
,,0.082588958,
,,0.082392571,
,,0.082199329,
,,0.082009427,
,,0.081823109,
,,0.081640677,
,,0.081462511,
,,0.081289089,
,,0.081121014,
,,0.080959057,
,,0.080804218,
,,0.080657837,
,,0.080521812,
,,0.080399017,
,,0.080294153,
,,0.080215502,
,,0.080178512,
,,0.08021298,
,,0.080376639,
,,0.080778842,
,,0.081616899,
,,0.083221765,
,,0.086095776,
,,0.090904178,
,,0.098365511,
,,0.108997783,
,,0.122742202,
,,0.138597982,
,,0.154497198,
,,0.167626671,
,,0.175208736,
,,0.175463506,
,,0.168292604,
,,0.155318952,
,,0.139260245,
,,0.1229728,
,,0.108631181,
,,0.097351337,
,,0.089275739,
,,0.083925932,
,,0.080587503,
,,0.078580504,
,,0.077383121,
,,0.076647821,
,,0.0761659,
,,0.075821186,
,,0.075552234,
,,0.075327337,
,,0.075130061,
,,0.074951584,
,,0.074786883,
,,0.074632875,
,,0.074487539,
,,0.074349465,
,,0.074217634,
,,0.074091283,
,,0.073969831,
,,0.073852828,
,,0.073739922,
,,0.073630835,
,,0.07352535,
,,0.073423294,
,,0.073324533,
,,0.073228963,
,,0.073136509,
,,0.073047119,
,,0.072960764,
,,0.072877438,
,,0.072797158,
,,0.072719969,
,,0.072645951,
,,0.07257523,
,,0.072508008,
,,0.072444609,
,,0.072385592,
,,0.07233197,
,,0.072285646,
,,0.072250232,
,,0.072232428,
,,0.072244112,
,,0.072304981,
,,0.072445037,
,,0.072705286,
,,0.073134249,
,,0.073777857,
,,0.074661973,
,,0.075770618,
,,0.07702771,
,,0.078293088,
,,0.079381433,
,,0.080104042,
,,0.080321554,
,,0.079987345,
,,0.079162756,
,,0.077997206,
,,0.076682211,
,,0.075399019,
,,0.074279517,
,,0.073390742,
,,0.072741505,
,,0.072301819,
,,0.072024479,
,,0.071861601,
,,0.071773696,
,,0.071732396,
,,0.071719352,
,,0.07172365,
,,0.071739211,
,,0.071762805,
,,0.07179276,
,,0.071828212,
,,0.071868708,
,,0.071914002,
,,0.071963963,
,,0.072018523,
,,0.072077656,
,,0.072141363,
,,0.072209667,
,,0.072282603,
,,0.072360222,
,,0.072442582,
,,0.072529752,
,,0.072621805,
,,0.072718824,
,,0.072820896,
,,0.072928114,
,,0.073040577,
,,0.073158389,
,,0.073281657,
,,0.073410497,
,,0.073545027,
,,0.073685372,
,,0.073831661,
,,0.07398403,
,,0.074142619,
,,0.074307579,
,,0.074479062,
,,0.074657233,
,,0.074842267,
,,0.075034349,
,,0.075233691,
,,0.075440538,
,,0.075655206,
,,0.075878135,
,,0.076110001,
,,0.076351867,
,,0.076605404,
,,0.076873104,
,,0.077158392,
,,0.077465424,
,,0.077798392,
,,0.078160215,
,,0.078550802,
,,0.078965444,
,,0.079394162,
,,0.079822778,
,,0.080235892,
,,0.080621032,
,,0.080972485,
,,0.081293225,
,,0.081594067,
,,0.081890454,
,,0.082198217,
,,0.082529992,
,,0.082893342,
,,0.083290788,
,,0.083721138,
,,0.084181267,
,,0.084667643,
,,0.085177271,
,,0.085708074,
,,0.086258887,
,,0.086829261,
,,0.087419245,
,,0.088029204,
,,0.088659692,
,,0.089311386,
,,0.089985046,
,,0.090681498,
,,0.091401627,
,,0.092146382,
,,0.092916773,
,,0.093713882,
,,0.094538867,
,,0.095392974,
,,0.096277546,
,,0.097194038,
,,0.098144038,
,,0.09912929,
,,0.100151725,
,,0.101213504,
,,0.102317079,
,,0.103465277,
,,0.104661429,
,,0.105909576,
,,0.107214827,
,,0.108584035,
,,0.110027164,
,,0.111560203,
,,0.113211426,
,,0.115034642,
,,0.117135849,
,,0.11972282,
,,0.123187123,
,,0.128217955,
,,0.135917009,
,,0.147830803,
,,0.165761445,
,,0.19122529,
,,0.224540959,
,,0.263847817,
,,0.304591713,
,,0.340087523,
,,0.36331826,
,,0.369380604,
,,0.357409994,
,,0.330938896,
,,0.296483971,
,,0.261147755,
,,0.230455588,
,,0.207298221,
,,0.192089751,
,,0.183653777,
,,0.180214492,
,,0.180094085,
,,0.182026399,
,,0.185190973,
,,0.18911622,
,,0.193558485,
,,0.198405705,
,,0.203615149,
,,0.209178274,
,,0.215102851,
,,0.221404789,
,,0.2281049,
,,0.235227968,
,,0.242802725,
,,0.250862128,
,,0.259443693,
,,0.268589861,
,,0.278348424,
,,0.288773064,
,,0.299924019,
,,0.311868923,
,,0.324683817,
,,0.338454374,
,,0.353277359,
,,0.369262374,
,,0.386533946,
,,0.405234047,
,,0.425525122,
,,0.447593783,
,,0.471655311,
,,0.497959198,
,,0.526795999,
,,0.55850587,
,,0.593489319,
,,0.632220835,
,,0.675266402,
,,0.723306255,
,,0.777164922,
,,0.837851618,
,,0.906615937,
,,0.985027212,
,,1.075092486,
,,1.179440803,
,,1.301625788,
,,1.446643037,
,,1.621835808,
,,1.838487944,
,,2.114595889,
,,2.479609036,
,,2.982432885,
,,3.704989725,
,,4.785709615,
,,6.461122603,
,,9.138601263,
,,13.51430887,
,,20.73509248,
,,32.5541782,
,,51.3434872,
,,79.74015339,
,,119.7245665,
,,171.1707816,
,,230.3748755,
,,289.4947175,
,,337.7799542,
,,364.668997,
,,363.6099093,
,,334.7006117,
,,284.6777953,
,,224.2556284,
,,164.2861496,
,,112.6466985,
,,73.00080994,
,,45.36239493,
,,27.58934535,
,,16.86972823,
,,10.6825061,
,,7.177364104,
,,5.16856261,
,,3.967787281,
,,3.202430813,
,,2.67890775,
,,2.297560761,
,,2.005750788,
,,1.774032677,
,,1.584678136,
,,1.42629477,
,,1.291284031,
,,1.174545843,
,,1.072695249,
,,0.983494149,
,,0.905418888,
,,0.837375508,
,,0.778590142,
,,0.728687335,
,,0.687952429,
,,0.657758279,
,,0.641094388,
,,0.643029752,
,,0.670759415,
,,0.732704217,
,,0.836147945,
,,0.983355773,
,,1.167104781,
,,1.367699922,
,,1.553979189,
,,1.689673366,
,,1.743823348,
,,1.701186532,
,,1.567727237,
,,1.368396596,
,,1.138337344,
,,0.911834394,
,,0.713801036,
,,0.556441332,
,,0.440763684,
,,0.360711853,
,,0.307489802,
,,0.272617932,
,,0.249403545,
,,0.233217785,
,,0.221154707,
,,0.211516609,
,,0.203359161,
,,0.196169345,
,,0.189666513,
,,0.183690707,
,,0.178144112,
,,0.172961679,
,,0.168096618,
,,0.163513133,
,,0.159182597,
,,0.155081391,
,,0.151189589,
,,0.147490086,
,,0.143968008,
,,0.140610273,
,,0.137405277,
,,0.134342641,
,,0.131413031,
,,0.128607999,
,,0.125919866,
,,0.123341624,
,,0.120866853,
,,0.118489654,
,,0.116204599,
,,0.114006677,
,,0.111891263,
,,0.10985408,
,,0.107891167,
,,0.105998843,
,,0.104173666,
,,0.102412389,
,,0.100711916,
,,0.099069274,
,,0.097481613,
,,0.095946237,
,,0.094460656,
,,0.093022657,
,,0.091630358,
,,0.090282276,
,,0.088977427,
,,0.087715564,
,,0.086497666,
,,0.085326829,
,,0.084209602,
,,0.083157631,
,,0.082189055,
,,0.081328535,
,,0.080604419,
,,0.08004168,
,,0.079650615,
,,0.079413734,
,,0.079276067,
,,0.07914535,
,,0.078906394,
,,0.078448207,
,,0.077695433,
,,0.076631711,
,,0.075304738,
,,0.07381075,
,,0.072265338,
,,0.070772822,
,,0.069405156,
,,0.068195232,
,,0.067142659,
,,0.066226048,
,,0.065415679,
,,0.06468271,
,,0.064003902,
,,0.06336276,
,,0.062748626,
,,0.062155067,
,,0.061578349,
,,0.061016309,
,,0.06046764,
,,0.059931478,
,,0.05940719,
,,0.058894268,
,,0.058392276,
,,0.057900822,
,,0.057419548,
,,0.056948121,
,,0.056486229,
,,0.056033575,
,,0.055589881,
,,0.05515488,
,,0.054728315,
,,0.054309943,
,,0.053899531,
,,0.053496854,
,,0.053101696,
,,0.05271385,
,,0.052333115,
,,0.0519593,
,,0.051592218,
,,0.051231691,
,,0.050877545,
,,0.050529614,
,,0.050187737,
,,0.049851758,
,,0.049521527,
,,0.049196898,
,,0.048877732,
,,0.048563891,
,,0.048255247,
,,0.047951673,
,,0.047653051,
,,0.04735927,
,,0.047070231,
,,0.046785852,
,,0.046506072,
,,0.04623086,
,,0.045960214,
,,0.04569415,
,,0.04543267,
,,0.045175718,
,,0.044923119,
,,0.044674541,
,,0.044429507,
,,0.044187468,
,,0.043947932,
,,0.043710602,
,,0.043475453,
,,0.043242709,
,,0.043012746,
,,0.042785947,
,,0.042562587,
,,0.042342785,
,,0.042126509,
,,0.041913631,
,,0.041703979,
,,0.041497381,
,,0.041293688,
,,0.041092779,
,,0.040894558,
,,0.040698946,
,,0.040505879,
,,0.040315299,
,,0.040127152,
,,0.03994139,
,,0.039757964,
,,0.039576829,
,,0.03939794,
,,0.039221254,
,,0.039046731,
,,0.038874329,
,,0.03870401,
,,0.038535736,
,,0.038369472,
,,0.038205184,
,,0.038042839,
,,0.037882408,
,,0.037723866,
,,0.037567195,
,,0.037412388,
,,0.037259464,
,,0.037108487,
,,0.036959607,
,,0.036813126,
,,0.036669591,
,,0.036529903,
,,0.036395399,
,,0.036267824,
,,0.036149087,
,,0.036040702,
,,0.035942952,
,,0.035853985,
,,0.035769296,
,,0.035682046,
,,0.035584456,
,,0.03546996,
,,0.035335328,
,,0.035181796,
,,0.035014681,
,,0.034841682,
,,0.034670691,
,,0.034508034,
,,0.034357699,
,,0.034221479,
,,0.034099561,
,,0.033990997,
,,0.033893773,
,,0.033804576,
,,0.033718656,
,,0.033630258,
,,0.033533771,
,,0.033425275,
,,0.033303774,
,,0.033171466,
,,0.033032871,
,,0.032893244,
,,0.032757027,
,,0.032626928,
,,0.032503821,
,,0.032387222,
,,0.032275955,
,,0.032168715,
,,0.032064387,
,,0.03196216,
,,0.031861501,
,,0.031762087,
,,0.031663732,
,,0.031566329,
,,0.031469815,
,,0.031374151,
,,0.031279311,
,,0.031185274,
,,0.031092024,
,,0.030999547,
,,0.030907829,
,,0.030816858,
,,0.030726624,
,,0.030637116,
,,0.030548325,
,,0.03046024,
,,0.030372855,
,,0.03028616,
,,0.03020015,
,,0.030114817,
,,0.030030156,
,,0.029946165,
,,0.02986284,
,,0.029780184,
,,0.029698202,
,,0.029616908,
,,0.029536333,
,,0.029456541,
,,0.02937766,
,,0.029299942,
,,0.029223867,
,,0.029150285,
,,0.0290806,
,,0.029016927,
,,0.028962101,
,,0.028919379,
,,0.028891692,
,,0.02888042,
,,0.028883963,
,,0.028896661,
,,0.028908738,
,,0.028907778,
,,0.028881583,
,,0.028821586,
,,0.028725474,
,,0.028597934,
,,0.028449163,
,,0.028291812,
,,0.028137633,
,,0.027995036,
,,0.027868175,
,,0.027757436,
,,0.027660719,
,,0.027574846,
,,0.027496635,
,,0.027423476,
,,0.027353505,
,,0.02728552,
,,0.027218811,
,,0.02715298,
,,0.027087817,
,,0.027023207,
,,0.026959091,
,,0.026895431,
,,0.026832206,
,,0.026769398,
,,0.026706996,
,,0.026644989,
,,0.026583368,
,,0.026522126,
,,0.026461256,
,,0.026400753,
,,0.026340611,
,,0.026280825,
,,0.02622139,
,,0.026162301,
,,0.026103554,
,,0.026045145,
,,0.02598707,
,,0.025929325,
,,0.025871907,
,,0.025814811,
,,0.025758034,
,,0.025701573,
,,0.025645424,
,,0.025589584,
,,0.02553405,
,,0.025478819,
,,0.025423887,
,,0.025369252,
,,0.02531491,
,,0.025260858,
,,0.025207095,
,,0.025153616,
,,0.025100419,
,,0.025047501,
,,0.02499486,
,,0.024942492,
,,0.024890396,
,,0.024838569,
,,0.024787008,
,,0.024735711,
,,0.024684675,
,,0.024633899,
,,0.024583381,
,,0.024533119,
,,0.024483113,
,,0.024433364,
,,0.024383875,
,,0.024334647,
,,0.024285685,
,,0.024236988,
,,0.024188554,
,,0.024140373,
,,0.024092428,
,,0.024044699,
,,0.023997164,
,,0.023949805,
,,0.023902612,
,,0.023855589,
,,0.023808747,
,,0.023762104,
,,0.023715678,
,,0.023669483,
,,0.023623525,
,,0.023577806,
,,0.023532322,
,,0.023487065,
,,0.02344203,
,,0.023397209,
,,0.023352598,
,,0.023308194,
,,0.023263993,
,,0.023219994,
,,0.023176195,
,,0.023132597,
,,0.023089201,
,,0.023046011,
,,0.023003035,
,,0.022960292,
,,0.022917813,
,,0.022875645,
,,0.022833859,
,,0.022792541,
,,0.022751778,
,,0.022711632,
,,0.0226721,
,,0.022633078,
,,0.02259434,
,,0.022555565,
,,0.022516395,
,,0.022476528,
,,0.022435806,
,,0.022394266,
,,0.022352124,
,,0.022309713,
,,0.022267385,
,,0.022225428,
,,0.022184021,
,,0.022143227,
,,0.022103019,
,,0.022063324,
,,0.022024052,
,,0.021985124,
,,0.021946477,
,,0.021908064,
,,0.02186985,
,,0.021831804,
,,0.021793903,
,,0.021756124,
,,0.021718455,
,,0.02168089,
,,0.021643433,
,,0.021606097,
,,0.021568896,
,,0.021531843,
,,0.021494948,
,,0.021458214,
,,0.021421642,
,,0.021385228,
,,0.021348966,
,,0.021312851,
,,0.02127688,
,,0.021241049,
,,0.021205354,
,,0.021169795,
,,0.02113437,
