波数,光学的厚さfor,光学的厚さpython,誤差
4973,18.11172913,17.90877121,-1.133287776
4973.001,19.03608565,18.82277634,-1.133251073
4973.002,20.03384702,19.80936572,-1.133207922
4973.003,21.11305265,20.87648909,-1.133157787
4973.004,22.28289059,22.03323221,-1.133099205
4973.005,23.55389915,23.29001625,-1.133030121
4973.006,24.93821314,24.65884132,-1.132947891
4973.007,26.4498657,26.15358514,-1.132848772
4973.008,28.10516036,27.79037117,-1.132727578
4973.009,29.92313259,29.58802539,-1.132577083
4973.01,31.92612647,31.5686472,-1.132387038
4973.011,34.14052116,33.7583287,-1.132142692
4973.012,36.59765388,36.18806919,-1.131822436
4973.013,39.33512988,38.89494912,-1.131717031
4973.014,42.39793411,41.92365352,-1.131295952
4973.015,45.8410031,45.32847268,-1.13070304
4973.016,49.73222417,49.17596507,-1.131160501
4973.017,54.1547677,53.54855651,-1.132077573
4973.018,59.21246948,58.54949171,-1.132337358
4973.019,65.03801301,64.30979365,-1.132361513
4973.02,71.80208841,70.99830714,-1.132113294
4973.021,79.72871538,78.83669905,-1.131473461
4973.022,89.11906822,88.12291452,-1.130413929
4973.023,100.3909684,99.27013508,-1.129074016
4973.024,114.1494022,112.8765941,-1.127610276
4973.025,131.3229921,129.8613994,-1.125502093
4973.026,153.4482476,151.7485202,-1.120094879
4973.027,183.2898823,181.2868205,-1.104913059
4973.028,226.2022775,223.8098196,-1.068969133
4973.029,293.0079355,290.1138573,-0.997566324
4973.03,405.6415745,402.1194649,-0.875886381
4973.031,607.0434766,602.8140346,-0.701616378
4973.032,975.8413225,970.9921445,-0.499404449
4973.033,1642.63442,1637.589271,-0.308083936
4973.034,2797.222244,2792.994286,-0.151377248
4973.035,4667.417565,4665.980511,-0.030798536
4973.036,7448.722436,7453.235101,0.060546399
4973.037,11182.57892,11196.24409,0.12205138
4973.038,15619.14898,15643.92746,0.15839041
4973.039,20147.72627,20184.97041,0.184514202
4973.04,23890.00137,23938.68271,0.203358487
4973.041,25967.98929,26022.74548,0.210416663
4973.042,25841.18371,25895.55445,0.209961663
4973.043,23542.86745,23590.39919,0.201487611
4973.044,19665.22577,19700.93202,0.18124143
4973.045,15103.40614,15126.74795,0.154308176
4973.046,10718.03914,10730.44957,0.115656195
4973.047,7082.098801,7085.696269,0.050770847
4973.048,4407.975434,4406.059781,-0.0434777
4973.049,2629.712725,2625.311273,-0.16765446
4973.05,1542.228894,1537.160033,-0.329754902
4973.051,918.7734281,913.981571,-0.52428377
4973.052,575.457327,571.3124757,-0.725496361
4973.053,388.0431517,384.6035075,-0.894335097
4973.054,282.7833597,279.9573963,-1.009426225
4973.055,219.8380703,217.4989952,-1.075441767
4973.056,179.009675,177.0480296,-1.107973606
4973.057,150.3679631,148.7005317,-1.121335141
4973.058,128.9929641,127.5566817,-1.125995443
4973.059,112.3282825,111.0754806,-1.127883416
4973.06,98.94063721,97.8358143,-1.129262237
4973.061,87.95744913,86.97425335,-1.13044463
4973.062,78.80962845,77.92815826,-1.131131811
4973.063,71.1086589,70.3134516,-1.130946192
4973.064,64.58412729,63.86285763,-1.129403988
4973.065,59.04953566,58.39223756,-1.125660062
4973.066,54.3806927,53.77937453,-1.118120433
4973.067,50.49720553,49.94578907,-1.104029925
4973.068,47.3423464,46.83517332,-1.082889303
4973.069,44.85280633,44.38576331,-1.052236096
4973.07,42.93039228,42.50019732,-1.012218727
4973.071,41.41989996,41.02367579,-0.965842698
4973.072,40.10990334,39.74472142,-0.918818675
4973.073,38.76478129,38.42720183,-0.878490858
4973.074,37.18118844,36.86717048,-0.851754972
4973.075,35.24593601,34.95149111,-0.84243875
4973.076,32.96805464,32.68948717,-0.852162269
4973.077,30.46624987,30.20064031,-0.879483205
4973.078,27.91864323,27.66437853,-0.919105054
4973.079,25.50062165,25.25692354,-0.964876453
4973.08,23.33659088,23.10300397,-1.011067287
4973.081,21.48105892,21.25751434,-1.051602597
4973.082,19.92823787,19.71478582,-1.082700345
4973.083,18.63570935,18.43222054,-1.103984226
4973.084,17.54828992,17.35435301,-1.117511603
4973.085,16.61417545,16.42929362,-1.125318202
4973.086,15.79254867,15.61616722,-1.129479832
4973.087,15.05450153,14.8860581,-1.131551628
4973.088,14.3808331,14.2197892,-1.132533636
4973.089,13.75910547,13.60496282,-1.13298836
4973.09,13.18115118,13.03345607,-1.133199868
4973.091,12.64134715,12.49968787,-1.133302493
4973.092,12.13555554,11.99955754,-1.133358415
4973.093,11.66052226,11.52984351,-1.133395698
4973.094,11.21355008,11.08787723,-1.133425727
4973.095,10.79232241,10.67136757,-1.13345211
4973.096,10.39480524,10.27830319,-1.133475548
4973.097,10.01918854,9.906894278,-1.13349616
4973.098,9.663847848,9.555534506,-1.133514218
4973.099,9.327316712,9.222773828,-1.133529736
4973.1,9.00826567,8.907297704,-1.133542061
4973.101,8.705485776,8.607910417,-1.133554546
4973.102,8.417873921,8.323521275,-1.133566467
4973.103,8.1444212,8.053132974,-1.133574053
4973.104,7.884203077,7.795831633,-1.133573024
4973.105,7.636371974,7.550778181,-1.133575785
4973.106,7.400142751,7.317200851,-1.133519519
4973.107,7.174797532,7.094388605,-1.133415875
4973.108,6.959667518,6.881685334,-1.133184394
4973.109,6.754152561,6.678484729,-1.133008973
4973.11,6.557676725,6.484225724,-1.132764397
4973.111,6.369713214,6.298388434,-1.132429042
4973.112,6.18972639,6.120490527,-1.131214281
4973.113,6.017254506,5.950083972,-1.128900602
4973.114,5.852093968,5.786752117,-1.129162768
4973.115,5.693693913,5.630107064,-1.129407457
4973.116,5.541688944,5.479787291,-1.129636056
4973.117,5.395738152,5.335455517,-1.129849826
4973.118,5.255523154,5.196796757,-1.130049912
4973.119,5.120746322,5.063516566,-1.130237357
4973.12,4.991129167,4.935339443,-1.130413113
4973.121,4.866410872,4.812007373,-1.130578049
4973.122,4.746322126,4.693278512,-1.130203842
4973.123,4.630684999,4.578925971,-1.130374849
4973.124,4.519257387,4.468736723,-1.130535698
4973.125,4.411836933,4.362510588,-1.130687107
4973.126,4.308233329,4.260059312,-1.130829735
4973.127,4.20826747,4.161205723,-1.13096419
4973.128,4.111770659,4.065782953,-1.131091029
4973.129,4.018583896,3.973633723,-1.131210766
4973.13,3.928557207,3.88460969,-1.131323876
4973.131,3.841549042,3.798570841,-1.131430794
4973.132,3.757425704,3.715384937,-1.131531926
4973.133,3.676060836,3.634926997,-1.131627643
4973.134,3.597334939,3.557078827,-1.131718292
4973.135,3.521134931,3.481728581,-1.131804192
4973.136,3.447353733,3.408770351,-1.131885638
4973.137,3.375889895,3.338103798,-1.131962907
4973.138,3.306647239,3.269633799,-1.132036251
4973.139,3.239534536,3.203270125,-1.132105907
4973.14,3.174465201,3.138927144,-1.13217209
4973.141,3.111357014,3.076523538,-1.132234991
4973.142,3.050131856,3.015982047,-1.132294817
4973.143,2.990715465,2.957229229,-1.132351722
4973.144,2.933037212,2.900195232,-1.132405846
4973.145,2.877029877,2.844813587,-1.132456962
4973.146,2.822629459,2.791021014,-1.132504731
4973.147,2.769775083,2.738757238,-1.132551822
4973.148,2.718408622,2.68796482,-1.132596735
4973.149,2.668474702,2.638588998,-1.132639589
4973.15,2.619920505,2.590577539,-1.132680495
4973.151,2.572695631,2.543880598,-1.132719557
4973.152,2.52675196,2.49845059,-1.132756871
4973.153,2.482043539,2.454242068,-1.132792531
4973.154,2.438526455,2.411211608,-1.13282662
4973.155,2.396158675,2.369317701,-1.13285669
4973.156,2.354900185,2.328520654,-1.132888014
4973.157,2.314712522,2.288782494,-1.132917985
4973.158,2.275558938,2.25006688,-1.13294667
4973.159,2.237404249,2.212339021,-1.132974132
4973.16,2.20021476,2.175565592,-1.13300043
4973.161,2.163958184,2.139714669,-1.133025619
4973.162,2.128603578,2.104755649,-1.133049753
4973.163,2.094121272,2.070659194,-1.13307288
4973.164,2.060482808,2.037397162,-1.133095046
4973.165,2.027660884,2.004942553,-1.133116295
4973.166,1.995629291,1.973269451,-1.133136667
4973.167,1.964362869,1.942352976,-1.133156201
4973.168,1.933837453,1.91216923,-1.133174932
4973.169,1.904029824,1.882695255,-1.133192895
4973.17,1.87491767,1.853908986,-1.13321012
4973.171,1.846479541,1.825789211,-1.133226638
4973.172,1.818694809,1.798315533,-1.133242476
4973.173,1.791543632,1.771468332,-1.13325766
4973.174,1.765006919,1.745228727,-1.133272213
4973.175,1.739066293,1.719578548,-1.133286163
4973.176,1.713704064,1.6945003,-1.133299521
4973.177,1.688903195,1.669977138,-1.133312311
4973.178,1.664647275,1.645992834,-1.133324547
4973.179,1.640920493,1.622531753,-1.133336244
4973.18,1.617707613,1.599578827,-1.133347412
4973.181,1.594993945,1.577119534,-1.133358061
4973.182,1.572765332,1.555139871,-1.133368196
4973.183,1.551008121,1.53362634,-1.13337782
4973.184,1.529709151,1.512565926,-1.133386929
4973.185,1.508855735,1.491946085,-1.133395511
4973.186,1.488435658,1.471754738,-1.133403532
4973.187,1.468437181,1.451980278,-1.13341091
4973.188,1.448849078,1.432611608,-1.133417479
4973.189,1.429660728,1.413638229,-1.133422905
4973.19,1.410862294,1.395050423,-1.133426513
4973.191,1.392445038,1.376839568,-1.133426925
4973.192,1.374401794,1.358998611,-1.133421497
4973.193,1.356727561,1.341522667,-1.133405674
4973.194,1.339420025,1.324409534,-1.133372373
4973.195,1.322479615,1.307659756,-1.133311544
4973.196,1.305908545,1.291275672,-1.133210672
4973.197,1.289708336,1.275258916,-1.133057726
4973.198,1.273875666,1.259606326,-1.132841292
4973.199,1.258397686,1.24430505,-1.132570796
4973.2,1.243247968,1.229328738,-1.132262642
4973.201,1.228386211,1.214637199,-1.131943974
4973.202,1.213763277,1.200181268,-1.131663167
4973.203,1.199330802,1.185912544,-1.131471088
4973.204,1.185052831,1.17179509,-1.131404372
4973.205,1.170914909,1.157814533,-1.131474479
4973.206,1.156926719,1.143980618,-1.131671366
4973.207,1.14311682,1.13032206,-1.131957019
4973.208,1.12952212,1.116875986,-1.132277293
4973.209,1.116176543,1.103676424,-1.132589088
4973.21,1.103102715,1.090746029,-1.132865572
4973.211,1.090308855,1.078093113,-1.133087831
4973.212,1.077790582,1.065713441,-1.133244743
4973.213,1.065535604,1.053594681,-1.13335068
4973.214,1.05352821,1.041721171,-1.133416496
4973.215,1.041752944,1.030077482,-1.133454727
4973.216,1.030196469,1.018650319,-1.13347532
4973.217,1.018848091,1.007429031,-1.13348536
4973.218,1.007699465,0.996405316,-1.13348941
4973.219,0.996743991,0.985572623,-1.133490096
4973.22,0.985976237,0.974925566,-1.133488774
4973.221,0.975391504,0.96445949,-1.133486104
4973.222,0.96498554,0.954170188,-1.133482414
4973.223,0.954754382,0.944053742,-1.133477859
4973.224,0.944694267,0.934106427,-1.133472499
4973.225,0.934801588,0.924324679,-1.133466342
4973.226,0.925072873,0.914705063,-1.133459369
4973.227,0.915504771,0.905244266,-1.133451548
4973.228,0.906094048,0.895939091,-1.133442842
4973.229,0.896837582,0.88678645,-1.133433201
4973.23,0.887732359,0.877783365,-1.133422569
4973.231,0.878775476,0.868926963,-1.133410883
4973.232,0.869964135,0.86021448,-1.133398066
4973.233,0.861295646,0.851643257,-1.133384032
4973.234,0.85276743,0.843210743,-1.133368675
4973.235,0.844377017,0.834914498,-1.133351897
4973.236,0.836122053,0.826752193,-1.133333553
4973.237,0.828000303,0.81872162,-1.133313488
4973.238,0.820009657,0.810820695,-1.133291514
4973.239,0.81214814,0.803047464,-1.13326741
4973.24,0.804413908,0.795400109,-1.133240919
4973.241,0.796805263,0.787876948,-1.133211752
4973.242,0.789320639,0.78047644,-1.133179593
4973.243,0.781958613,0.773197175,-1.133144151
4973.244,0.7747179,0.766037885,-1.133105163
4973.245,0.767597368,0.758997454,-1.133062335
4973.246,0.760596075,0.75207495,-1.133015392
4973.247,0.753713322,0.745269684,-1.132964051
4973.248,0.746948722,0.738581276,-1.13290788
4973.249,0.740302282,0.732009737,-1.1328462
4973.25,0.733774476,0.725555542,-1.132778075
4973.251,0.727366319,0.719219702,-1.132702231
4973.252,0.721079432,0.71300383,-1.132616987
4973.253,0.7149162,0.706910233,-1.132529482
4973.254,0.70887968,0.700942038,-1.132424919
4973.255,0.702974082,0.695103384,-1.132306099
4973.256,0.697204877,0.689399702,-1.132169846
4973.257,0.691579306,0.683838098,-1.132023583
4973.258,0.686106666,0.678427896,-1.131847621
4973.259,0.680799396,0.673181395,-1.131641597
4973.26,0.675674003,0.668114959,-1.131398587
4973.261,0.670752797,0.663250699,-1.131110416
4973.262,0.666066642,0.658619189,-1.130767627
4973.263,0.661659745,0.654264229,-1.13035622
4973.264,0.657598614,0.650251769,-1.129846127
4973.265,0.653989726,0.646687564,-1.129163806
4973.266,0.651015319,0.643752898,-1.12813799
4973.267,0.64900534,0.641776422,-1.126392048
4973.268,0.648577023,0.641373697,-1.12310906
4973.269,0.650889966,0.643702799,-1.116535068
4973.27,0.658074874,0.650894644,-1.103132465
4973.271,0.673874276,0.666696422,-1.076630119
4973.272,0.704440809,0.697273372,-1.027923475
4973.273,0.759027477,0.75190351,-0.947457559
4973.274,0.849981704,0.842977074,-0.830939627
4973.275,0.991180451,0.984419715,-0.686773799
4973.276,1.194011297,1.187727539,-0.529057122
4973.277,1.461203781,1.455632429,-0.382744443
4973.278,1.779779053,1.775087002,-0.264327958
4973.279,2.116749651,2.113066768,-0.174290896
4973.28,2.421804605,2.419154867,-0.109531556
4973.281,2.638566547,2.636694056,-0.071016635
4973.282,2.721345785,2.719795646,-0.056994688
4973.283,2.650950755,2.649241366,-0.064523705
4973.284,2.441918154,2.439584343,-0.095664321
4973.285,2.137029907,2.13377602,-0.152494289
4973.286,1.792277538,1.788097059,-0.23379484
4973.287,1.459764631,1.454783322,-0.342409006
4973.288,1.175342742,1.169718676,-0.480805015
4973.289,0.954670993,0.94863516,-0.636265009
4973.29,0.796789329,0.79058179,-0.785186204
4973.291,0.691055718,0.68481247,-0.911672754
4973.292,0.623588465,0.617392823,-1.003516965
4973.293,0.581653833,0.575543601,-1.061645458
4973.294,0.555527829,0.549513739,-1.094438636
4973.295,0.538658762,0.532737584,-1.1114625
4973.296,0.52702311,0.521186137,-1.119940198
4973.297,0.518314684,0.512552629,-1.124187912
4973.298,0.511273008,0.505578035,-1.126428042
4973.299,0.50522588,0.499591878,-1.127720802
4973.3,0.499814058,0.494236288,-1.128563423
4973.301,0.49483943,0.489314163,-1.129185847
4973.302,0.490186341,0.484710624,-1.129687821
4973.303,0.485782391,0.480353868,-1.130109103
4973.304,0.481579095,0.47619586,-1.130466507
4973.305,0.477542141,0.472202613,-1.130770482
4973.306,0.473646215,0.468349046,-1.131030235
4973.307,0.469872059,0.464616072,-1.13125374
4973.308,0.466204633,0.460988824,-1.131439291
4973.309,0.462632149,0.457455504,-1.1316171
4973.31,0.459144937,0.454006608,-1.131774054
4973.311,0.455735167,0.450634373,-1.13191402
4973.312,0.452396325,0.447332384,-1.132030917
4973.313,0.449123102,0.444095283,-1.132148859
4973.314,0.445910868,0.440918547,-1.13225472
4973.315,0.442755738,0.437798327,-1.132350299
4973.316,0.439654379,0.43473132,-1.132437012
4973.317,0.436603905,0.431714668,-1.132515984
4973.318,0.433601806,0.428745881,-1.132588124
4973.319,0.430645879,0.425822779,-1.132654167
4973.32,0.427734182,0.42294344,-1.132714709
4973.321,0.424864992,0.420106155,-1.132770242
4973.322,0.422036762,0.417309393,-1.132821162
4973.323,0.419248094,0.41455177,-1.132867878
4973.324,0.416497705,0.411832015,-1.132910784
4973.325,0.413784411,0.409148957,-1.132950259
4973.326,0.411107117,0.406501508,-1.132986999
4973.327,0.408464814,0.403888671,-1.133021014
4973.328,0.405856592,0.401309543,-1.133052812
4973.329,0.403281649,0.398763331,-1.133082611
4973.33,0.400739292,0.396249349,-1.133110383
4973.331,0.398228937,0.393767021,-1.133136007
4973.332,0.395750094,0.391315862,-1.133159196
4973.333,0.393302361,0.388895476,-1.133179635
4973.334,0.390885426,0.386505557,-1.133197028
4973.335,0.388499102,0.384145918,-1.133210979
4973.336,0.386143398,0.381816574,-1.133220737
4973.337,0.383818689,0.379517898,-1.133224722
4973.338,0.381526049,0.377250967,-1.133219486
4973.339,0.379267917,0.375018218,-1.133198031
4973.34,0.377049353,0.372824705,-1.133146099
4973.341,0.374880221,0.370680288,-1.133033864
4973.342,0.372778617,0.368603077,-1.132801164
4973.343,0.370775509,0.366624083,-1.132338531
4973.344,0.368919676,0.364792169,-1.13146833
4973.345,0.36728051,0.363176869,-1.129928995
4973.346,0.365944563,0.361864982,-1.127376691
4973.347,0.365001233,0.360946077,-1.123479755
4973.348,0.364513537,0.360484036,-1.117802942
4973.349,0.36448066,0.360477595,-1.110489355
4973.35,0.364798008,0.360821784,-1.101991067
4973.351,0.365238585,0.361289678,-1.093002994
4973.352,0.365475094,0.361553509,-1.084648543
4973.353,0.365147229,0.361251478,-1.078403984
4973.354,0.363957078,0.360084623,-1.07542917
4973.355,0.361760165,0.357908376,-1.076194365
4973.356,0.358613462,0.354779704,-1.080602264
4973.357,0.354756106,0.350938291,-1.0878878
4973.358,0.350532853,0.346730406,-1.096658232
4973.359,0.34629586,0.34250922,-1.105558534
4973.36,0.342321652,0.33855125,-1.113687094
4973.361,0.338768106,0.335014548,-1.120416398
4973.362,0.33567692,0.331941453,-1.12533884
4973.363,0.333007601,0.329290902,-1.128697786
4973.364,0.330677169,0.326979598,-1.130826307
4973.365,0.328594588,0.324916245,-1.132089511
4973.366,0.326681305,0.323022113,-1.132799411
4973.367,0.324878964,0.321238743,-1.133182317
4973.368,0.323148736,0.319527257,-1.133386788
4973.369,0.321466905,0.317863917,-1.13350021
4973.37,0.319819885,0.316235144,-1.133568281
4973.371,0.318200215,0.314633488,-1.133613251
4973.372,0.316603856,0.313054921,-1.133646064
4973.373,0.315028573,0.311497215,-1.133672273
4973.374,0.313473054,0.309959064,-1.133694618
4973.375,0.311936458,0.308439634,-1.133714361
4973.376,0.3104182,0.306938342,-1.133732079
4973.377,0.30891784,0.305454753,-1.133748086
4973.378,0.307435034,0.303988526,-1.133762581
4973.379,0.305969512,0.302539394,-1.133775665
4973.38,0.304521061,0.301107146,-1.133787298
4973.381,0.303089523,0.299691627,-1.133797346
4973.382,0.301674784,0.298292724,-1.133805486
4973.383,0.300276751,0.296910348,-1.133811323
4973.384,0.298895322,0.295544398,-1.133814228
4973.385,0.297530337,0.294194714,-1.133814775
4973.386,0.296181527,0.292861029,-1.133813306
4973.387,0.294848494,0.291542949,-1.133810851
4973.388,0.293530743,0.290239975,-1.133809114
4973.389,0.292227756,0.288951594,-1.133810274
4973.39,0.290939118,0.287677386,-1.133815911
4973.391,0.289664606,0.286417133,-1.133826546
4973.392,0.28840424,0.285170854,-1.133841769
4973.393,0.287158229,0.283938761,-1.133860062
4973.394,0.285926871,0.282721155,-1.133879302
4973.395,0.284710438,0.281518308,-1.133897849
4973.396,0.283509091,0.280330384,-1.133914699
4973.397,0.28232286,0.279157412,-1.133929223
4973.398,0.281151662,0.277999313,-1.133941356
4973.399,0.279995354,0.276855941,-1.133951616
4973.4,0.278853768,0.275727131,-1.133960486
4973.401,0.277726752,0.274612731,-1.133968423
4973.402,0.276614176,0.27351261,-1.133975774
4973.403,0.275515937,0.272426666,-1.133982767
4973.404,0.274431955,0.27135482,-1.133989546
4973.405,0.273362166,0.270297008,-1.133996189
4973.406,0.272306518,0.269253179,-1.134002737
4973.407,0.271264969,0.268223292,-1.134009214
4973.408,0.270237482,0.26720731,-1.134015631
4973.409,0.269224028,0.266205203,-1.134021997
4973.41,0.268224581,0.265216946,-1.134028316
4973.411,0.26723912,0.264242518,-1.134034593
4973.412,0.266267629,0.263281905,-1.13404083
4973.413,0.265310098,0.262335094,-1.134047027
4973.414,0.26436652,0.261402082,-1.134053182
4973.415,0.263436897,0.260482867,-1.134059289
4973.416,0.262521235,0.259577457,-1.134065328
4973.417,0.261619551,0.258685868,-1.134071263
4973.418,0.260731869,0.257808127,-1.134077027
4973.419,0.259858229,0.256944269,-1.134082517
4973.42,0.25899868,0.256094346,-1.134087592
4973.421,0.25815328,0.255258415,-1.134092079
4973.422,0.257322089,0.254436535,-1.134095823
4973.423,0.256505156,0.253628756,-1.134098702
4973.424,0.255702508,0.252835103,-1.134100898
4973.425,0.254914139,0.25205557,-1.134102654
4973.426,0.254140011,0.251290119,-1.134104368
4973.427,0.253380072,0.250538695,-1.134106723
4973.428,0.25263428,0.249801258,-1.134110394
4973.429,0.251902638,0.249077807,-1.13411577
4973.43,0.251185213,0.24836841,-1.134122924
4973.431,0.250482144,0.247673204,-1.134131645
4973.432,0.249793625,0.246992382,-1.134141368
4973.433,0.249119875,0.246326163,-1.134151367
4973.434,0.248461112,0.245674764,-1.13416111
4973.435,0.247817528,0.245038376,-1.134170201
4973.436,0.247189286,0.244417159,-1.13417857
4973.437,0.246576521,0.243811248,-1.134186102
4973.438,0.245979357,0.243220764,-1.134192944
4973.439,0.245397917,0.24264583,-1.134199265
4973.44,0.244832335,0.242086576,-1.134205224
4973.441,0.24428276,0.241543151,-1.13421094
4973.442,0.243749358,0.241015718,-1.134216496
4973.443,0.243232313,0.240504459,-1.13422194
4973.444,0.242731823,0.240009568,-1.134227295
4973.445,0.242248099,0.239531258,-1.13423257
4973.446,0.241781368,0.239069749,-1.134237765
4973.447,0.24133187,0.23862528,-1.134242895
4973.448,0.240899855,0.238198098,-1.13424792
4973.449,0.240485591,0.237788469,-1.134252847
4973.45,0.240089358,0.237396668,-1.134257669
4973.451,0.23971145,0.237022987,-1.134262376
4973.452,0.239352178,0.236667734,-1.134266957
4973.453,0.239011868,0.23633123,-1.1342714
4973.454,0.238690863,0.236013815,-1.134275692
4973.455,0.238389523,0.235715846,-1.13427982
4973.456,0.238108229,0.235437697,-1.134283777
4973.457,0.237847378,0.235179763,-1.134287535
4973.458,0.237607388,0.234942456,-1.134291077
4973.459,0.237388699,0.234726212,-1.134294387
4973.46,0.237191773,0.234531488,-1.134297444
4973.461,0.237017094,0.234358762,-1.134300225
4973.462,0.236865173,0.234208539,-1.134302706
4973.463,0.236736545,0.234081349,-1.13430486
4973.464,0.236631772,0.233977747,-1.134306659
4973.465,0.236551444,0.233898317,-1.134308072
4973.466,0.236496184,0.233843674,-1.134309063
4973.467,0.236466643,0.233814463,-1.134309596
4973.468,0.236463507,0.233811362,-1.134309632
4973.469,0.236487496,0.233835084,-1.134309127
4973.47,0.23653937,0.233886378,-1.134308032
4973.471,0.236619925,0.233966034,-1.134306298
4973.472,0.23673,0.23407488,-1.134303868
4973.473,0.236870477,0.234213788,-1.134300682
4973.474,0.237042285,0.234383679,-1.134296673
4973.475,0.237246401,0.234585517,-1.13429177
4973.476,0.237483855,0.234820321,-1.134285893
4973.477,0.237755732,0.235089165,-1.134278959
4973.478,0.238063174,0.235393178,-1.134270874
4973.479,0.238407386,0.235733551,-1.134261537
4973.48,0.238789639,0.236111542,-1.134250837
4973.481,0.239211274,0.236528476,-1.134238654
4973.482,0.239673704,0.236985753,-1.134224857
4973.483,0.240178425,0.237484849,-1.134209301
4973.484,0.240727013,0.238027327,-1.134191829
4973.485,0.241321138,0.238614834,-1.13417227
4973.486,0.241962561,0.239249117,-1.134150435
4973.487,0.24265315,0.239932019,-1.134126118
4973.488,0.243394879,0.240665494,-1.134099093
4973.489,0.24418984,0.241451612,-1.134069113
4973.49,0.245040248,0.242292563,-1.134035904
4973.491,0.245948454,0.243190674,-1.13399917
4973.492,0.24691695,0.244148409,-1.13395858
4973.493,0.247948384,0.245168386,-1.133913772
4973.494,0.249045567,0.246253388,-1.13386435
4973.495,0.250211488,0.24740637,-1.133809872
4973.496,0.251449325,0.248630477,-1.133749854
4973.497,0.252763572,0.249929059,-1.13412702
4973.498,0.254155704,0.251305681,-1.134086332
4973.499,0.255630596,0.252764147,-1.13404096
4973.5,0.257192351,0.254308517,-1.133990472
4973.501,0.258845351,0.255943124,-1.133934355
4973.502,0.26059428,0.257672603,-1.13387203
4973.503,0.262444152,0.259501912,-1.133802824
4973.504,0.264400337,0.261436365,-1.133725992
4973.505,0.266468594,0.263481659,-1.133640732
4973.506,0.2686566,0.265643912,-1.13410771
4973.507,0.270969896,0.267929707,-1.134696206
4973.508,0.273414193,0.270346144,-1.134859317
4973.509,0.275998264,0.272900902,-1.134976623
4973.51,0.278730719,0.275602339,-1.135106482
4973.511,0.281620562,0.278459638,-1.135146387
4973.512,0.284678409,0.281483055,-1.135185299
4973.513,0.287916072,0.284684343,-1.135197399
4973.514,0.291347653,0.28807745,-1.135182172
4973.515,0.294990516,0.291679595,-1.135122641
4973.516,0.298866752,0.295512733,-1.13498297
4973.517,0.303004763,0.299605133,-1.134703318
4973.518,0.307440228,0.303992357,-1.134196727
4973.519,0.312215119,0.308716273,-1.133353361
4973.52,0.317373146,0.313820487,-1.132067235
4973.521,0.322950553,0.319341187,-1.130253968
4973.522,0.328963884,0.325294588,-1.127991797
4973.523,0.335398285,0.331665452,-1.125481386
4973.524,0.342204063,0.33840375,-1.123011443
4973.525,0.349308038,0.345435671,-1.121009674
4973.526,0.35663931,0.35268945,-1.119925746
4973.527,0.364161377,0.360127979,-1.119990231
4973.528,0.371897687,0.367774263,-1.121183422
4973.529,0.379937892,0.375717539,-1.123278074
4973.53,0.388421482,0.384097164,-1.125839687
4973.531,0.397508127,0.393072674,-1.128405098
4973.532,0.407348529,0.402794233,-1.130675603
4973.533,0.418066686,0.413384589,-1.132624923
4973.534,0.429758007,0.42494012,-1.133780253
4973.535,0.442499563,0.437535265,-1.134605247
4973.536,0.456364634,0.451242606,-1.135094041
4973.537,0.471435405,0.466143056,-1.135348572
4973.538,0.487811817,0.48233513,-1.135452713
4973.539,0.505616202,0.499939576,-1.135462498
4973.54,0.524995568,0.519101606,-1.135415829
4973.541,0.546123349,0.539992616,-1.135336358
4973.542,0.569202165,0.562812895,-1.135238666
4973.543,0.594468522,0.587796248,-1.135133957
4973.544,0.622199792,0.615216904,-1.135028737
4973.545,0.652723394,0.645398642,-1.134919083
4973.546,0.686428023,0.678725911,-1.13478983
4973.547,0.723776912,0.715656962,-1.134614862
4973.548,0.765323757,0.756739649,-1.13435427
4973.549,0.811739037,0.80263138,-1.134724765
4973.55,0.863815623,0.854125512,-1.134506664
4973.551,0.92253247,0.912187153,-1.134122132
4973.552,0.989104342,0.978002198,-1.135186006
4973.553,1.065002261,1.053044903,-1.135503184
4973.554,1.152108364,1.139172166,-1.135578757
4973.555,1.252823306,1.238757991,-1.135436887
4973.556,1.370269988,1.354891648,-1.135023607
4973.557,1.508603495,1.491683201,-1.13430881
4973.558,1.673515993,1.654761985,-1.133335668
4973.559,1.87311536,1.85214685,-1.132119152
4973.56,2.119563198,2.095874492,-1.130254037
4973.561,2.432315977,2.40523191,-1.126048052
4973.562,2.844790104,2.813414687,-1.11520769
4973.563,3.418194015,3.381350018,-1.089623873
4973.564,4.269562106,4.22572775,-1.037320879
4973.565,5.625418378,5.572766038,-0.94481519
4973.566,7.915510402,7.852390932,-0.803824853
4973.567,11.91570756,11.84192864,-0.623031272
4973.568,18.9222929,18.84123373,-0.430222211
4973.569,30.87882722,30.79998306,-0.255987669
4973.57,50.287989,50.23188835,-0.111683338
4973.571,79.69315889,79.69641026,0.004079691
4973.572,120.6011564,120.7129037,0.092572806
4973.573,172.0202763,172.28126,0.151486987
4973.574,229.2083957,229.6451507,0.190186874
4973.575,283.6080033,284.2332508,0.219976894
4973.576,324.6651966,325.4413395,0.23848934
4973.577,343.1288925,343.9700718,0.244550136
4973.578,334.5044672,335.3153591,0.241829631
4973.579,300.907969,301.5960316,0.228140478
4973.58,250.18175,250.6874786,0.201736699
4973.581,192.8319371,193.154048,0.166763738
4973.582,138.4781905,138.6405185,0.117085551
