4.973000000000000000e+03 1.008769311662064538e+01
4.973001000000000204e+03 1.059971452358719013e+01
4.973002000000000407e+03 1.115197568375457493e+01
4.973002999999999702e+03 1.174883179544293021e+01
4.973003999999999905e+03 1.239524739497872119e+01
4.973005000000000109e+03 1.309690229515772941e+01
4.973006000000000313e+03 1.386031981581573902e+01
4.973006999999999607e+03 1.469302286362174215e+01
4.973007999999999811e+03 1.560372506213255406e+01
4.973009000000000015e+03 1.660256629165245101e+01
4.973010000000000218e+03 1.770140496954737586e+01
4.973011000000000422e+03 1.891418339477614552e+01
4.973011999999999716e+03 2.025738804291059481e+01
4.973012999999999920e+03 2.175063445142829721e+01
4.973014000000000124e+03 2.341741727440491161e+01
4.973015000000000327e+03 2.528608186039224393e+01
4.973015999999999622e+03 2.739109658118383450e+01
4.973016999999999825e+03 2.977473913065087885e+01
4.973018000000000029e+03 3.248936120359069690e+01
4.973019000000000233e+03 3.560047497352374535e+01
4.973020000000000437e+03 3.919102917950362297e+01
4.973020999999999731e+03 4.336744407494091291e+01
4.973021999999999935e+03 4.826831030084496632e+01
4.973023000000000138e+03 5.407723611473712566e+01
4.973024000000000342e+03 6.104236856428231306e+01
4.973024999999999636e+03 6.950707629414878852e+01
4.973025999999999840e+03 7.996020264432443980e+01
4.973027000000000044e+03 9.312272278071972664e+01
4.973028000000000247e+03 1.101075187243309301e+02
4.973029000000000451e+03 1.327421533349098581e+02
4.973029999999999745e+03 1.643141577174012866e+02
4.973030999999999949e+03 2.117010079040092876e+02
4.973032000000000153e+03 2.938189462872597346e+02
4.973033000000000357e+03 4.639373382587608603e+02
4.973033999999999651e+03 8.589786379400806027e+02
4.973034999999999854e+03 1.608822602330437803e+03
4.973036000000000058e+03 2.811125187027341781e+03
4.973037000000000262e+03 4.657116383576178123e+03
4.973037999999999556e+03 7.140406409221171089e+03
4.973038999999999760e+03 9.952402911157743802e+03
4.973039999999999964e+03 1.246608294875879619e+04
4.973041000000000167e+03 1.393743659413323439e+04
4.973042000000000371e+03 1.386576197626615249e+04
4.973042999999999665e+03 1.227645593700473364e+04
4.973043999999999869e+03 9.706069982560682547e+03
4.973045000000000073e+03 6.901760509145774449e+03
4.973046000000000276e+03 4.467214384332264672e+03
4.973046999999999571e+03 2.681163824195179586e+03
4.973047999999999774e+03 1.528729604978441785e+03
4.973048999999999978e+03 8.095811382645322283e+02
4.973050000000000182e+03 4.433814691624513102e+02
4.973051000000000386e+03 2.841386161057793061e+02
4.973051999999999680e+03 2.065969009495207160e+02
4.973052999999999884e+03 1.610701856467914581e+02
4.973054000000000087e+03 1.304861031659136756e+02
4.973055000000000291e+03 1.084557891601053825e+02
4.973055999999999585e+03 9.187252722498436697e+01
4.973056999999999789e+03 7.899246524281723225e+01
4.973057999999999993e+03 6.874711286570456537e+01
4.973059000000000196e+03 6.044137402904790690e+01
4.973060000000000400e+03 5.360273533138747837e+01
4.973060999999999694e+03 4.789906439472829192e+01
4.973061999999999898e+03 4.309102216613974434e+01
4.973063000000000102e+03 3.900378197812747771e+01
4.973064000000000306e+03 3.551236811231302681e+01
4.973064999999999600e+03 3.255202819931968605e+01
4.973065999999999804e+03 3.011792081119571307e+01
4.973067000000000007e+03 2.817180956729041696e+01
4.973068000000000211e+03 2.673039220815848793e+01
4.973069000000000415e+03 2.583000063211613551e+01
4.973069999999999709e+03 2.545417183193674759e+01
4.973070999999999913e+03 2.548246039986503675e+01
4.973072000000000116e+03 2.566760133418121370e+01
4.973073000000000320e+03 2.567257764783905571e+01
4.973073999999999614e+03 2.517561321895446724e+01
4.973074999999999818e+03 2.399830062874392667e+01
4.973076000000000022e+03 2.218184894358463666e+01
4.973077000000000226e+03 1.996160795656460252e+01
4.973078000000000429e+03 1.765648371993037458e+01
4.973078999999999724e+03 1.554225344641949924e+01
4.973079999999999927e+03 1.377510614780770304e+01
4.973081000000000131e+03 1.238563552890083486e+01
4.973082000000000335e+03 1.131305212401323779e+01
4.973082999999999629e+03 1.047994899170993932e+01
4.973083999999999833e+03 9.824691929252526990e+00
4.973085000000000036e+03 9.309754916265283953e+00
4.973086000000000240e+03 8.858629101226407343e+00
4.973087000000000444e+03 8.448907902104938472e+00
4.973087999999999738e+03 8.071762278848996885e+00
4.973088999999999942e+03 7.722135209283312207e+00
4.973090000000000146e+03 7.396544830471233567e+00
4.973091000000000349e+03 7.092342909895394953e+00
4.973091999999999643e+03 6.807394122421064786e+00
4.973092999999999847e+03 6.539912771895615151e+00
4.973094000000000051e+03 6.288369312602231531e+00
4.973095000000000255e+03 6.051431810480154105e+00
4.973095999999999549e+03 5.827926608348369619e+00
4.973096999999999753e+03 5.616810364928323196e+00
4.973097999999999956e+03 5.417149267840368765e+00
4.973099000000000160e+03 5.228103011608896900e+00
4.973100000000000364e+03 5.048912091247703238e+00
4.973100999999999658e+03 4.878887490777788827e+00
4.973101999999999862e+03 4.717402159150163143e+00
4.973103000000000065e+03 4.563883860390071767e+00
4.973104000000000269e+03 4.417809100925352617e+00
