1,1.1723
2,1.96076
3,2.84491
4,3.73376
5,4.62335
6,5.51328
7,6.4034
8,7.29364
9,8.18395
10,9.07433
11,9.96474
12,10.85519
13,11.74566
14,12.63615
15,13.52666
16,14.41718
17,15.30771
18,16.19826
19,17.08881
20,17.97937
21,18.86993
22,19.7605
23,20.65108
24,21.54166
25,22.43225
26,23.32284
27,24.21344
28,25.10404
29,25.99465
30,26.88526
31,27.77587
32,28.66648
33,29.5571
34,30.44772
35,31.33835
36,32.22898
37,33.11961
38,34.01024
39,34.90088
40,35.79152
41,36.68216
42,37.57281
43,38.46346
44,39.35411
45,40.24476
46,41.13542
47,42.02607
48,42.91673
49,43.8074
50,44.69806
51,45.58873
52,46.4794
53,47.37008
54,48.26075
55,49.15143
56,50.04211
57,50.9328
58,51.82349
59,52.71418
60,53.60487
61,54.49556
62,55.38626
63,56.27697
64,57.16767
65,58.05839
66,58.9491
67,59.83982
68,60.73055
69,61.62128
70,62.51202
71,63.40277
72,64.29352
73,65.18429
74,66.07506
75,66.96585
76,67.85665
77,68.74746
78,69.63829
79,70.52914
80,71.42001
81,72.3109
82,73.20181
83,74.09275
84,74.98372
85,75.87472
86,76.76576
87,77.65683
88,78.54795
89,79.43911
90,80.33032
91,81.22159
92,82.11292
93,83.00431
94,83.89577
95,84.7873
96,85.67891
97,86.57061
98,87.4624
99,88.35429
100,89.24629
101,90.1384
102,91.03063
103,91.92298
104,92.81548
105,93.70811
106,94.6009
107,95.49386
108,96.38698
109,97.28028
110,98.17378
111,99.06748
112,99.96139
113,100.85552
114,101.74988
115,102.64449
116,103.53936
117,104.4345
118,105.32991
119,106.22562
120,107.12164
121,108.01798
122,108.91465
123,109.81167
124,110.70905
125,111.60681
126,112.50495
127,113.4035
128,114.30247
129,115.20188
130,116.10173
131,117.00205
132,117.90285
133,118.80415
134,119.70597
135,120.60831
136,121.51121
137,122.41466
138,123.3187
139,124.22334
140,125.1286
141,126.03449
142,126.94103
143,127.84824
144,128.75613
145,129.66474
146,130.57406
147,131.48413
148,132.39497
149,133.30658
150,134.21899
151,135.13222
152,136.04628
153,136.9612
154,137.877
155,138.79369
156,139.71129
157,140.62983
158,141.54932
159,142.46978
160,143.39124
161,144.3137
162,145.2372
163,146.16175
164,147.08737
165,148.01408
166,148.9419
167,149.87085
